FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,0.2029873,-7.240758,0.03761226,0.200374,-7.334162,0.03493276,0.5351681,-7.373833,0.3886372,0.5197582,-7.335314,0.8936345,0.7715935,-7.392406,1.005941,0.2056008,-7.147354,0.04029188,0.3475198,-7.070004,0.5014251,-0.1486056,-7.160291,0.4519164,-0.2940306,-7.128178,0.6906972,0.2367263,-7.2385,-0.07408977,0.2767605,-7.240597,-0.2399994,0.3060672,-7.248216,-0.4079707,0.310828,-7.256138,-0.584336,0.3629442,-7.257869,-0.6401215,0.3856677,-7.25489,-0.8704044,0.2716102,-7.440558,-0.5102808,0.1238216,-7.554288,-0.2004915,0.1969226,-7.582841,0.08175293,0.2728612,-7.063585,-0.5337866,0.1649523,-6.930177,-0.2155047,0.4146072,-6.81037,-0.1199028
1,0.2029873,-7.240758,0.03761226,0.200374,-7.334162,0.03493276,0.5351681,-7.373833,0.3886372,0.5197582,-7.335314,0.8936345,0.7715935,-7.392406,1.005941,0.2056008,-7.147354,0.04029188,0.3475198,-7.070004,0.5014251,-0.1486056,-7.160291,0.4519164,-0.2940306,-7.128178,0.6906972,0.2367263,-7.2385,-0.07408977,0.2767605,-7.240597,-0.2399994,0.3060672,-7.248216,-0.4079707,0.310828,-7.256138,-0.584336,0.3629442,-7.257869,-0.6401215,0.3856677,-7.25489,-0.8704044,0.2716102,-7.440558,-0.5102808,0.1238216,-7.554288,-0.2004915,0.1969226,-7.582841,0.08175293,0.2728612,-7.063585,-0.5337866,0.1649523,-6.930177,-0.2155047,0.4146072,-6.81037,-0.1199028
2,0.4122974,-7.246281,0.05239332,0.4071622,-7.339582,0.0497767,0.7109256,-7.396064,0.4283336,0.5193318,-7.337489,0.8937411,0.7715104,-7.393205,1.005597,0.4174327,-7.15298,0.05501006,0.7354817,-7.083203,0.4193503,0.2393557,-7.163464,0.4838511,0.1402147,-7.123762,0.7442175,0.4442038,-7.244902,-0.05985927,0.480722,-7.246342,-0.2265924,0.5165842,-7.25571,-0.393198,0.5284516,-7.268858,-0.5689151,0.5821345,-7.264859,-0.6230748,0.6108426,-7.261857,-0.8526883,0.5133692,-7.454212,-0.4889068,0.4140969,-7.573044,-0.1621515,0.5117896,-7.581079,0.1139147,0.4596641,-7.081469,-0.5330138,0.3242703,-6.947162,-0.2258077,0.5787013,-6.81034,-0.177169
3,0.6348742,-7.245662,0.04390425,0.6275257,-7.33883,0.04189596,0.8329796,-7.402263,0.4806816,0.5318503,-7.336536,0.8828564,0.7771605,-7.394664,1.004472,0.6422229,-7.152494,0.0459126,1.04831,-7.07564,0.3065938,0.5933239,-7.14683,0.5179305,0.5665662,-7.100668,0.7942438,0.6694468,-7.246006,-0.06755971,0.7052478,-7.244943,-0.2344511,0.7412049,-7.250039,-0.4012215,0.753548,-7.260893,-0.5770625,0.8063248,-7.251255,-0.6314027,0.8404819,-7.251137,-0.8602886,0.7569069,-7.447163,-0.4981459,0.6745563,-7.572172,-0.1690007,0.814439,-7.545891,0.08705214,0.6668265,-7.080433,-0.5449067,0.500817,-6.926861,-0.2627686,0.7538381,-6.784171,-0.3007261
4,0.8620801,-7.243097,0.02791769,0.8527101,-7.336098,0.02673689,0.8980485,-7.392175,0.5100253,0.5445516,-7.338811,0.8691014,0.7773009,-7.395206,1.005769,0.8714503,-7.150096,0.02909861,1.308663,-7.063478,0.2293732,0.9411196,-7.119944,0.5735631,0.9978991,-7.067492,0.8441566,0.9017255,-7.245723,-0.08180832,0.9383756,-7.241272,-0.2484565,0.970446,-7.239866,-0.4160894,0.9790708,-7.245393,-0.5923998,1.029627,-7.230623,-0.6476903,1.068126,-7.234469,-0.8758535,0.9973843,-7.432746,-0.5185637,0.9172453,-7.568261,-0.1930507,1.095326,-7.504498,0.03065123,0.8823255,-7.070752,-0.5576941,0.693696,-6.886616,-0.3101903,0.9369087,-6.775957,-0.4302868
5,1.089512,-7.23959,0.008889975,1.078361,-7.332401,0.008631496,0.985658,-7.379635,0.4860651,0.6000764,-7.343274,0.8127882,0.7806116,-7.394864,1.00802,1.100662,-7.146779,0.009148574,1.534901,-7.055287,0.2136812,1.272028,-7.094813,0.6450497,1.40427,-7.036688,0.886565,1.134571,-7.244732,-0.09863007,1.17249,-7.236675,-0.2648547,1.200024,-7.228681,-0.4331083,1.204257,-7.228507,-0.6096649,1.252366,-7.209147,-0.6657166,1.293475,-7.215854,-0.893358,1.235203,-7.41644,-0.5420824,1.154996,-7.564072,-0.2218993,1.360238,-7.462453,-0.03922456,1.099995,-7.05923,-0.5714911,0.8900063,-6.832425,-0.3838495,1.118748,-6.760237,-0.5520374
6,1.312764,-7.236143,-0.008722185,1.300159,-7.328765,-0.008009049,1.117001,-7.370932,0.4430377,0.7121883,-7.349969,0.7470616,0.7713294,-7.39258,1.005639,1.325369,-7.143521,-0.009435321,1.737561,-7.05141,0.2362917,1.588151,-7.079889,0.719623,1.780048,-7.018269,0.9160273,1.361654,-7.243643,-0.1144105,1.400074,-7.232409,-0.280333,1.424242,-7.219024,-0.4487612,1.425394,-7.21444,-0.6253055,1.471296,-7.190944,-0.681627,1.514419,-7.201109,-0.908767,1.468314,-7.401677,-0.5628113,1.383497,-7.564562,-0.251331,1.595312,-7.427567,-0.1023738,1.311839,-7.051718,-0.5866532,1.082505,-6.800021,-0.4649985,1.297888,-6.767275,-0.6608526
7,1.52924,-7.23239,-0.02624667,1.515369,-7.324811,-0.02413652,1.29073,-7.364849,0.4079536,0.867871,-7.348109,0.6866174,0.8007298,-7.36902,0.9629735,1.543111,-7.13997,-0.0283567,1.919819,-7.054902,0.2710124,1.868997,-7.086874,0.7741408,2.106257,-7.027365,0.9132896,1.579852,-7.242412,-0.130909,1.61787,-7.228649,-0.2967325,1.639252,-7.21109,-0.4651542,1.637988,-7.203334,-0.6415867,1.681787,-7.176269,-0.69798,1.723961,-7.190118,-0.9251033,1.692037,-7.388849,-0.5829751,1.600266,-7.573334,-0.2858411,1.799637,-7.407209,-0.1499189,1.512724,-7.049338,-0.6061093,1.277676,-6.7879,-0.5215634,1.481113,-6.778552,-0.7321503
8,1.740898,-7.228151,-0.04389572,1.726495,-7.320449,-0.040431,1.481085,-7.360657,0.3801936,1.04365,-7.345144,0.6354441,0.9126973,-7.344735,0.8868119,1.7553,-7.135853,-0.04736009,2.090981,-7.066031,0.3007929,2.122689,-7.110097,0.8045749,2.383845,-7.052985,0.8925049,1.791501,-7.240007,-0.1483697,1.828373,-7.224709,-0.3143172,1.847173,-7.204086,-0.4826994,1.843461,-7.193669,-0.6589603,1.885752,-7.164497,-0.7154545,1.922409,-7.18268,-0.943229,1.903322,-7.378414,-0.6038937,1.802843,-7.589283,-0.3278792,1.980188,-7.402717,-0.1880103,1.711137,-7.045878,-0.6269071,1.48318,-6.772834,-0.5618842,1.670277,-6.786438,-0.7868961
9,1.950162,-7.224708,-0.05553949,1.937102,-7.317204,-0.05204806,1.714384,-7.368688,0.3798243,1.251119,-7.349311,0.584162,1.101938,-7.337592,0.8224974,1.963222,-7.132212,-0.05903056,2.230751,-7.101119,0.3486815,2.364905,-7.135754,0.8360691,2.636882,-7.079388,0.8813154,1.998586,-7.235567,-0.161149,2.032857,-7.219725,-0.3276018,2.048186,-7.196725,-0.4960278,2.040528,-7.183135,-0.6719452,2.08218,-7.15404,-0.7289518,2.11009,-7.171008,-0.9580555,2.096772,-7.370257,-0.6214554,2.014459,-7.591449,-0.347513,2.18129,-7.385413,-0.222862,1.912336,-7.032695,-0.638764,1.713064,-6.740212,-0.5646694,1.871603,-6.779241,-0.807904
