FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,-0.202638,-7.223447,0.03761309,-0.2000247,-7.130043,0.03493353,-0.5348188,-7.090372,0.388638,-0.5194089,-7.12889,0.8936353,-0.7712442,-7.071798,1.005942,-0.2052515,-7.316851,0.04029277,-0.3471705,-7.3942,0.501426,0.1489549,-7.303913,0.4519173,0.2943799,-7.336026,0.6906981,-0.236377,-7.225705,-0.07408893,-0.2764112,-7.223608,-0.2399986,-0.3057179,-7.215989,-0.4079698,-0.3104787,-7.208067,-0.5843352,-0.3625949,-7.206337,-0.6401206,-0.3853184,-7.209315,-0.8704035,-0.2712609,-7.023647,-0.5102801,-0.1234723,-6.909917,-0.2004908,-0.1965733,-6.881364,0.08175353,-0.2725119,-7.40062,-0.5337856,-0.164603,-7.534028,-0.2155037,-0.4142579,-7.653835,-0.1199017
1,-0.202638,-7.223447,0.03761309,-0.2000247,-7.130043,0.03493353,-0.5348188,-7.090372,0.388638,-0.5194089,-7.12889,0.8936353,-0.7712442,-7.071798,1.005942,-0.2052515,-7.316851,0.04029277,-0.3471705,-7.3942,0.501426,0.1489549,-7.303913,0.4519173,0.2943799,-7.336026,0.6906981,-0.236377,-7.225705,-0.07408893,-0.2764112,-7.223608,-0.2399986,-0.3057179,-7.215989,-0.4079698,-0.3104787,-7.208067,-0.5843352,-0.3625949,-7.206337,-0.6401206,-0.3853184,-7.209315,-0.8704035,-0.2712609,-7.023647,-0.5102801,-0.1234723,-6.909917,-0.2004908,-0.1965733,-6.881364,0.08175353,-0.2725119,-7.40062,-0.5337856,-0.164603,-7.534028,-0.2155037,-0.4142579,-7.653835,-0.1199017
2,-0.4119481,-7.217924,0.05239414,-0.406813,-7.124623,0.04977746,-0.7105764,-7.068141,0.4283344,-0.5189825,-7.126716,0.8937419,-0.7711611,-7.071,1.005597,-0.4170834,-7.311225,0.05501095,-0.7351325,-7.381002,0.4193512,-0.2390064,-7.300741,0.483852,-0.1398654,-7.340443,0.7442184,-0.4438545,-7.219303,-0.05985845,-0.4803727,-7.217863,-0.2265916,-0.5162349,-7.208495,-0.3931972,-0.5281023,-7.195347,-0.5689143,-0.5817853,-7.199347,-0.6230739,-0.6104934,-7.202349,-0.8526875,-0.5130199,-7.009994,-0.4889061,-0.4137476,-6.891161,-0.1621509,-0.5114403,-6.883126,0.1139153,-0.4593148,-7.382737,-0.5330128,-0.323921,-7.517044,-0.2258067,-0.578352,-7.653865,-0.1771678
3,-0.6345249,-7.218543,0.04390508,-0.6271764,-7.125375,0.04189672,-0.8326303,-7.061942,0.4806823,-0.531501,-7.127668,0.8828571,-0.7768112,-7.069541,1.004473,-0.6418736,-7.311711,0.04591349,-1.04796,-7.388566,0.3065947,-0.5929746,-7.317375,0.5179314,-0.5662169,-7.363536,0.7942447,-0.6690974,-7.218199,-0.06755889,-0.7048985,-7.219262,-0.2344502,-0.7408556,-7.214167,-0.4012207,-0.7531987,-7.203312,-0.5770617,-0.8059755,-7.212951,-0.6314019,-0.8401327,-7.213068,-0.8602878,-0.7565576,-7.017042,-0.4981452,-0.674207,-6.892033,-0.169,-0.8140897,-6.918314,0.08705276,-0.6664772,-7.383773,-0.5449057,-0.5004677,-7.537344,-0.2627676,-0.7534887,-7.680034,-0.3007249
4,-0.8617308,-7.221108,0.02791851,-0.8523608,-7.128107,0.02673765,-0.8976992,-7.07203,0.510026,-0.5442023,-7.125393,0.8691021,-0.7769516,-7.068998,1.00577,-0.871101,-7.314108,0.0290995,-1.308314,-7.400727,0.2293741,-0.9407703,-7.344261,0.5735641,-0.9975498,-7.396713,0.8441576,-0.9013762,-7.218482,-0.0818075,-0.9380263,-7.222933,-0.2484556,-0.9700967,-7.224339,-0.4160886,-0.9787216,-7.218812,-0.592399,-1.029278,-7.233583,-0.6476895,-1.067777,-7.229737,-0.8758527,-0.997035,-7.031459,-0.518563,-0.916896,-6.895944,-0.19305,-1.094976,-6.959707,0.03065188,-0.8819762,-7.393454,-0.5576932,-0.6933467,-7.57759,-0.3101892,-0.9365594,-7.688249,-0.4302856
5,-1.089162,-7.224616,0.008890805,-1.078012,-7.131804,0.008632262,-0.9853088,-7.084569,0.4860659,-0.5997271,-7.120931,0.812789,-0.7802623,-7.069341,1.00802,-1.100313,-7.317427,0.009149467,-1.534552,-7.408917,0.2136822,-1.271679,-7.369391,0.6450506,-1.40392,-7.427516,0.8865659,-1.134221,-7.219472,-0.09862924,-1.172141,-7.22753,-0.2648538,-1.199675,-7.235524,-0.4331075,-1.203908,-7.235699,-0.6096641,-1.252017,-7.255059,-0.6657158,-1.293126,-7.248352,-0.8933572,-1.234854,-7.047765,-0.5420817,-1.154647,-6.900133,-0.2218987,-1.359889,-7.001752,-0.03922388,-1.099646,-7.404975,-0.5714901,-0.889657,-7.631781,-0.3838484,-1.118399,-7.703968,-0.5520362
6,-1.312415,-7.228062,-0.008721353,-1.299809,-7.135439,-0.008008281,-1.116652,-7.093273,0.4430385,-0.711839,-7.114236,0.7470623,-0.7709801,-7.071625,1.005639,-1.32502,-7.320684,-0.009434426,-1.737211,-7.412795,0.2362927,-1.587801,-7.384316,0.719624,-1.779698,-7.445935,0.9160283,-1.361305,-7.220562,-0.1144097,-1.399724,-7.231796,-0.2803322,-1.423892,-7.245181,-0.4487604,-1.425045,-7.249765,-0.6253047,-1.470947,-7.273262,-0.6816262,-1.51407,-7.263096,-0.9087662,-1.467965,-7.062529,-0.5628106,-1.383148,-6.899643,-0.2513304,-1.594962,-7.036638,-0.1023731,-1.31149,-7.412488,-0.5866522,-1.082156,-7.664185,-0.4649974,-1.297539,-7.696931,-0.6608514
7,-1.528891,-7.231815,-0.02624583,-1.51502,-7.139395,-0.02413575,-1.290381,-7.099356,0.4079544,-0.8675217,-7.116096,0.6866181,-0.8003805,-7.095185,0.9629743,-1.542762,-7.324235,-0.0283558,-1.91947,-7.409303,0.2710134,-1.868647,-7.377331,0.7741418,-2.105907,-7.43684,0.9132906,-1.579502,-7.221793,-0.1309081,-1.617521,-7.235557,-0.2967317,-1.638902,-7.253115,-0.4651533,-1.637639,-7.260871,-0.6415858,-1.681438,-7.287937,-0.6979792,-1.723612,-7.274088,-0.9251025,-1.691688,-7.075357,-0.5829744,-1.599917,-6.890871,-0.2858405,-1.799288,-7.056996,-0.1499182,-1.512375,-7.414868,-0.6061084,-1.277326,-7.676305,-0.5215623,-1.480763,-7.685654,-0.7321492
8,-1.740548,-7.236054,-0.04389489,-1.726146,-7.143756,-0.04043022,-1.480736,-7.103548,0.3801943,-1.0433,-7.119061,0.6354448,-0.9123479,-7.119469,0.8868126,-1.75495,-7.328352,-0.04735919,-2.090632,-7.398174,0.3007938,-2.12234,-7.354107,0.8045759,-2.383496,-7.411219,0.8925058,-1.791152,-7.224198,-0.1483688,-1.828024,-7.239496,-0.3143164,-1.846824,-7.260119,-0.4826986,-1.843112,-7.270536,-0.6589595,-1.885403,-7.299709,-0.7154536,-1.922059,-7.281526,-0.9432281,-1.902972,-7.085791,-0.603893,-1.802494,-6.874923,-0.3278786,-1.979838,-7.061488,-0.1880096,-1.710788,-7.418328,-0.6269061,-1.482831,-7.691371,-0.561883,-1.669928,-7.677768,-0.786895
9,-1.949813,-7.239497,-0.05553865,-1.936753,-7.147001,-0.05204729,-1.714034,-7.095517,0.3798251,-1.25077,-7.114894,0.5841627,-1.101589,-7.126613,0.8224981,-1.962873,-7.331993,-0.05902966,-2.230402,-7.363086,0.3486825,-2.364555,-7.32845,0.83607,-2.636532,-7.384817,0.8813163,-1.998237,-7.228639,-0.1611482,-2.032507,-7.24448,-0.327601,-2.047837,-7.26748,-0.496027,-2.040179,-7.281071,-0.6719444,-2.081831,-7.310165,-0.7289509,-2.10974,-7.293198,-0.9580547,-2.096423,-7.093948,-0.6214547,-2.01411,-6.872756,-0.3475124,-2.18094,-7.078792,-0.2228612,-1.911986,-7.43151,-0.638763,-1.712715,-7.723993,-0.5646682,-1.871254,-7.684965,-0.8079029
