FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,513.8535,520.2141,0,534.2606,519.6315,0,541.5949,593.2478,0,533.585,699.1935,0,544.489,716.0887,0,493.4606,520.7962,0,477.2368,619.4222,0,495.4993,615.5966,0,487.6376,673.6532,0,513.3542,495.8915,0,513.8004,460.0988,0,515.4347,424.1174,0,517.1379,386.2055,0,517.4727,375.1418,0,516.8215,326.4625,0,557.0738,401.5738,0,583.085,467.7411,0,588.6266,529.8689,0,475.502,396.5063,0,445.6836,464.6915,0,422.4071,486.5376,0
1,513.8535,520.2141,0,534.2606,519.6315,0,541.5949,593.2478,0,533.585,699.1935,0,544.489,716.0887,0,493.4606,520.7962,0,477.2368,619.4222,0,495.4993,615.5966,0,487.6376,673.6532,0,513.3542,495.8915,0,513.8004,460.0988,0,515.4347,424.1174,0,517.1379,386.2055,0,517.4727,375.1418,0,516.8215,326.4625,0,557.0738,401.5738,0,583.085,467.7411,0,588.6266,529.8689,0,475.502,396.5063,0,445.6836,464.6915,0,422.4071,486.5376,0
2,514.976,523.1289,0,534.8102,522.5802,0,545.4849,599.5653,0,534.0417,699.2261,0,544.6513,716.0211,0,495.1683,523.6769,0,481.6194,597.4646,0,497.0457,617.158,0,488.0998,675.92,0,514.6719,499.3372,0,514.9624,464.2939,0,516.9119,429.6007,0,519.6555,392.9597,0,518.7717,382.5229,0,518.1255,335.4572,0,558.5292,409.5014,0,584.3698,477.5635,0,585.1416,535.8864,0,480.1638,399.4743,0,450.7316,463.4749,0,424.283,475.1672,0
3,514.764,521.0618,0,534.0154,520.6554,0,546.2262,608.7799,0,533.8069,696.6477,0,544.9241,715.6492,0,495.5486,521.4675,0,481.284,572.1239,0,494.2705,619.4731,0,484.5981,677.3751,0,514.8226,498.1156,0,514.5925,464.0356,0,515.6185,430.288,0,517.8201,394.6584,0,515.8348,384.4517,0,515.795,338.9503,0,555.6783,410.748,0,581.8067,477.2913,0,575.2898,529.567,0,480.7858,399.9806,0,447.8676,456.8214,0,420.8856,450.8515,0
4,514.1719,517.6003,0,532.8535,517.3696,0,543.9374,613.8661,0,534.2463,693.474,0,545.0335,715.9086,0,495.5336,517.8305,0,479.9082,555.6095,0,489.6834,625.9528,0,479.4883,678.5561,0,514.6855,495.6675,0,513.7889,462.6207,0,513.5036,429.6283,0,514.595,394.848,0,511.6761,384.6978,0,512.43,340.6513,0,551.5573,409.6779,0,578.9487,473.5327,0,565.0834,517.9764,0,479.6776,400.3965,0,441.1829,448.4485,0,421.2947,426.468,0
5,513.4282,513.7344,0,531.5649,513.6862,0,541.1191,608.0457,0,535.0139,680.5123,0,544.9504,716.2803,0,495.34,513.7824,0,479.2193,551.5776,0,485.7533,635.1688,0,475.2265,678.6929,0,514.4186,492.8573,0,512.851,460.8279,0,511.3087,428.5935,0,511.2755,394.6519,0,507.5744,384.5897,0,508.8731,341.8463,0,547.3193,408.0414,0,576.2399,469.0378,0,555.501,504.5868,0,478.2765,400.6231,0,432.0603,435.2581,0,420.2131,404.656,0
6,512.7359,510.3421,0,530.3645,510.4753,0,538.9683,598.1663,0,536.0576,664.6997,0,544.5252,716.0342,0,495.1593,510.2092,0,479.258,554.7767,0,483.9464,644.4835,0,473.441,677.051,0,514.1489,490.3813,0,512.0261,459.2654,0,509.5152,427.8176,0,508.6557,394.7156,0,504.2895,384.826,0,506.2148,343.2837,0,543.6176,406.9579,0,574.6285,464.6301,0,547.9254,493.1677,0,477.6849,400.5029,0,427.5826,421.1866,0,423.4804,386.1956,0
7,512.0222,507.1351,0,529.1785,507.5191,0,537.2596,589.7255,0,535.2224,649.6475,0,539.6435,706.6627,0,494.9202,506.7523,0,480.5296,560.0854,0,486.0584,650.1224,0,476.3696,670.8095,0,513.8689,487.8763,0,511.3355,457.5541,0,508.1231,426.8572,0,506.7027,394.546,0,501.7983,384.8501,0,504.3573,344.2691,0,540.4908,405.9222,0,574.7043,459.4479,0,543.4525,485.0456,0,478.0313,399.4514,0,427.2059,412.4757,0,427.4434,375.5537,0
8,511.2545,504.0559,0,527.9832,504.6711,0,535.9266,582.854,0,534.1475,636.6829,0,534.422,688.8025,0,494.5796,503.4427,0,483.0457,564.3895,0,490.793,651.6596,0,481.7246,662.7153,0,513.3923,485.3,0,510.6449,455.6675,0,506.9593,425.6691,0,505.0934,394.0966,0,499.93,384.5823,0,503.2036,344.6899,0,537.9772,404.6573,0,576.1648,453.0709,0,542.0443,478.8596,0,478.1567,398.1721,0,426.3983,407.3099,0,430.6786,368.4672,0
9,510.6628,502.1779,0,527.0415,502.7822,0,536.7604,580.9393,0,534.4034,623.8174,0,532.521,672.2567,0,494.3305,501.5753,0,489.4945,571.8334,0,495.6695,653.4637,0,486.8452,657.0099,0,512.58,483.6509,0,509.8013,454.5825,0,505.7806,425.2068,0,503.3953,394.3284,0,498.3616,384.9163,0,501.3517,345.4739,0,536.0187,403.8263,0,575.0768,450.9715,0,538.4175,473.5556,0,476.5604,398.571,0,422.6763,409.4947,0,431.1934,367.8941,0
