FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,0.008137701,-7.028941,0.03761023,0.1015417,-7.031554,0.03493071,0.1412132,-6.69676,0.3886352,0.1026943,-6.71217,0.8936325,0.1597865,-6.460335,1.005939,-0.08526631,-7.026328,0.04028988,-0.1626157,-6.884408,0.5014231,-0.07232851,-7.380534,0.4519144,-0.1044416,-7.525959,0.6906952,0.00587981,-6.995202,-0.07409179,0.007976627,-6.955168,-0.2400014,0.01559581,-6.925861,-0.4079727,0.0235176,-6.9211,-0.5843381,0.0252483,-6.868984,-0.6401235,0.02226989,-6.846261,-0.8704064,0.2079384,-6.960318,-0.5102829,0.3216679,-7.108107,-0.2004936,0.3502207,-7.035006,0.08175081,-0.1690356,-6.959067,-0.5337886,-0.302443,-7.066976,-0.2155067,-0.4222498,-6.817321,-0.1199048
1,0.008137701,-7.028941,0.03761023,0.1015417,-7.031554,0.03493071,0.1412132,-6.69676,0.3886352,0.1026943,-6.71217,0.8936325,0.1597865,-6.460335,1.005939,-0.08526631,-7.026328,0.04028988,-0.1626157,-6.884408,0.5014231,-0.07232851,-7.380534,0.4519144,-0.1044416,-7.525959,0.6906952,0.00587981,-6.995202,-0.07409179,0.007976627,-6.955168,-0.2400014,0.01559581,-6.925861,-0.4079727,0.0235176,-6.9211,-0.5843381,0.0252483,-6.868984,-0.6401235,0.02226989,-6.846261,-0.8704064,0.2079384,-6.960318,-0.5102829,0.3216679,-7.108107,-0.2004936,0.3502207,-7.035006,0.08175081,-0.1690356,-6.959067,-0.5337886,-0.302443,-7.066976,-0.2155067,-0.4222498,-6.817321,-0.1199048
2,0.01366072,-6.819631,0.05239129,0.1069619,-6.824766,0.04977465,0.1634439,-6.521002,0.4283316,0.1048687,-6.712596,0.8937391,0.1605846,-6.460418,1.005595,-0.07964042,-6.814496,0.05500805,-0.1494175,-6.496447,0.4193483,-0.06915589,-6.992572,0.4838491,-0.1088582,-7.091713,0.7442155,0.01228177,-6.787724,-0.0598613,0.01372175,-6.751206,-0.2265944,0.02308978,-6.715344,-0.3932,0.03623767,-6.703476,-0.5689172,0.03223816,-6.649794,-0.6230768,0.02923658,-6.621086,-0.8526903,0.2215911,-6.718559,-0.4889089,0.3404241,-6.817831,-0.1621536,0.3484584,-6.720139,0.1139126,-0.1511517,-6.772264,-0.5330157,-0.2854588,-6.907658,-0.2258097,-0.4222803,-6.653227,-0.1771709
3,0.01304174,-6.597054,0.04390222,0.1062098,-6.604403,0.0418939,0.1696428,-6.398949,0.4806795,0.1039162,-6.700078,0.8828543,0.1620437,-6.454768,1.00447,-0.08012628,-6.589705,0.0459106,-0.1569809,-6.183619,0.3065918,-0.08579016,-6.638604,0.5179285,-0.1319516,-6.665362,0.7942418,0.01338541,-6.562481,-0.06756175,0.01232287,-6.52668,-0.2344531,0.01741844,-6.490723,-0.4012235,0.02827282,-6.47838,-0.5770645,0.01863412,-6.425603,-0.6314048,0.01851679,-6.391446,-0.8602906,0.2145428,-6.475021,-0.498148,0.3395515,-6.557372,-0.1690028,0.3132712,-6.417489,0.08705002,-0.1521878,-6.565102,-0.5449086,-0.3057593,-6.731111,-0.2627705,-0.4484493,-6.47809,-0.300728
4,0.01047679,-6.369848,0.02791566,0.1034775,-6.379218,0.02673483,0.1595546,-6.333879,0.5100232,0.1061911,-6.687376,0.8690993,0.1625865,-6.454627,1.005767,-0.08252388,-6.360478,0.0290966,-0.1691424,-5.923265,0.2293712,-0.1126762,-6.290809,0.5735611,-0.1651284,-6.234029,0.8441547,0.01310253,-6.330203,-0.08181036,0.008651547,-6.293552,-0.2484585,0.007245495,-6.261482,-0.4160914,0.01277276,-6.252857,-0.5924019,-0.001997885,-6.202302,-0.6476923,0.001848166,-6.163802,-0.8758556,0.2001255,-6.234544,-0.5185658,0.3356409,-6.314682,-0.1930528,0.2718773,-6.136602,0.03064913,-0.1618686,-6.349603,-0.5576961,-0.3460047,-6.538232,-0.3101922,-0.4566637,-6.29502,-0.4302887
5,0.006969231,-6.142416,0.008887947,0.09978041,-6.153567,0.008629441,0.1470151,-6.24627,0.4860631,0.1106537,-6.631852,0.8127862,0.1622434,-6.451316,1.008018,-0.08584198,-6.131266,0.009146571,-0.1773331,-5.697027,0.2136793,-0.137807,-5.9599,0.6450477,-0.1959319,-5.827659,0.886563,0.012112,-6.097357,-0.0986321,0.004054654,-6.059438,-0.2648567,-0.003939646,-6.031904,-0.4331104,-0.004113995,-6.027671,-0.6096669,-0.02347396,-5.979562,-0.6657187,-0.01676718,-5.938453,-0.89336,0.1838197,-5.996725,-0.5420845,0.3314514,-6.076932,-0.2219014,0.2298323,-5.87169,-0.03922665,-0.1733907,-6.131933,-0.571493,-0.4001961,-6.341922,-0.3838514,-0.4723835,-6.11318,-0.5520393
6,0.003522465,-5.919164,-0.008724213,0.09614493,-5.931769,-0.008011103,0.1383115,-6.114927,0.4430357,0.1173486,-6.51974,0.7470595,0.1599595,-6.460598,1.005637,-0.08909994,-5.906559,-0.009437323,-0.1812106,-5.494368,0.2362897,-0.1527317,-5.643777,0.7196211,-0.2143515,-5.45188,0.9160253,0.01102234,-5.870274,-0.1144125,-0.0002113791,-5.831854,-0.2803351,-0.01359652,-5.807686,-0.4487633,-0.0181805,-5.806534,-0.6253076,-0.04167696,-5.760633,-0.6816291,-0.03151166,-5.717509,-0.908769,0.169056,-5.763614,-0.5628134,0.3319411,-5.848431,-0.2513331,0.1949464,-5.636616,-0.1023759,-0.1809032,-5.920089,-0.5866551,-0.4325999,-6.149423,-0.4650004,-0.4653459,-5.93404,-0.6608545
7,-0.0002304224,-5.702688,-0.02624869,0.09218965,-5.716558,-0.02413857,0.1322282,-5.941198,0.4079516,0.1154888,-6.364057,0.6866153,0.1363994,-6.431198,0.9629714,-0.09265049,-5.688818,-0.0283587,-0.1777189,-5.312109,0.2710105,-0.1457466,-5.362932,0.7741389,-0.2052557,-5.125671,0.9132876,0.009791441,-5.652076,-0.130911,-0.003971888,-5.614058,-0.2967346,-0.02153074,-5.592677,-0.4651562,-0.02928665,-5.59394,-0.6415887,-0.05635206,-5.550141,-0.6979821,-0.04250306,-5.507967,-0.9251053,0.1562278,-5.539891,-0.5829772,0.3407134,-5.631661,-0.2858433,0.1745886,-5.432291,-0.1499209,-0.1832831,-5.719204,-0.6061113,-0.4447203,-5.954252,-0.5215653,-0.4540694,-5.750816,-0.7321522
8,-0.004469841,-5.491031,-0.04389775,0.08782799,-5.505433,-0.04043305,0.128036,-5.750843,0.3801915,0.112524,-6.188278,0.635442,0.112115,-6.319231,0.8868098,-0.09676771,-5.476629,-0.04736209,-0.1665899,-5.140947,0.3007909,-0.1225235,-5.109239,0.8045729,-0.1796355,-4.848083,0.8925029,0.00738608,-5.440427,-0.1483717,-0.007911649,-5.403555,-0.3143193,-0.02853456,-5.384755,-0.4827014,-0.03895148,-5.388467,-0.6589624,-0.06812437,-5.346176,-0.7154565,-0.0499413,-5.30952,-0.943231,0.1457932,-5.328607,-0.6038958,0.3566615,-5.429085,-0.3278813,0.1700964,-5.25174,-0.1880124,-0.1867431,-5.520791,-0.626909,-0.4597865,-5.748748,-0.5618861,-0.446183,-5.561651,-0.786898
9,-0.007912672,-5.281766,-0.05554152,0.08458363,-5.294826,-0.05205011,0.1360669,-5.517544,0.3798223,0.1166904,-5.980809,0.5841599,0.1049712,-6.12999,0.8224953,-0.100409,-5.268706,-0.05903256,-0.1315019,-5.001177,0.3486795,-0.0968665,-4.867023,0.8360671,-0.1532328,-4.595047,0.8813134,0.00294581,-5.233342,-0.1611511,-0.01289592,-5.199071,-0.3276038,-0.03589549,-5.183742,-0.4960299,-0.04948666,-5.1914,-0.6719472,-0.07858101,-5.149748,-0.7289538,-0.06161301,-5.121839,-0.9580575,0.1376365,-5.135156,-0.6214575,0.3588278,-5.217469,-0.3475151,0.1527922,-5.050638,-0.222864,-0.1999261,-5.319592,-0.6387659,-0.4924086,-5.518864,-0.5646713,-0.4533798,-5.360325,-0.8079059
