FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,-0.1375376,-7.082747,0.03761397,-0.06964309,-7.018548,0.03493441,-0.2783261,-6.753761,0.3886387,-0.2946667,-6.791894,0.893636,-0.4323707,-6.573449,1.005942,-0.2054322,-7.146945,0.04029365,-0.3604784,-7.101288,0.5014269,0.05417779,-7.388259,0.4519183,0.1343013,-7.513797,0.6906991,-0.1629912,-7.060487,-0.07408807,-0.189817,-7.030695,-0.2399977,-0.2051524,-7.004585,-0.407969,-0.2029172,-6.995617,-0.5843344,-0.2385451,-6.957542,-0.6401198,-0.2567191,-6.94358,-0.8704028,-0.04478084,-6.892943,-0.5102792,0.1401404,-6.917027,-0.2004899,0.1086401,-6.845146,0.08175442,-0.3122264,-7.158619,-0.5337848,-0.3302566,-7.329256,-0.2155028,-0.5915054,-7.237439,-0.1199009
1,-0.1375376,-7.082747,0.03761397,-0.06964309,-7.018548,0.03493441,-0.2783261,-6.753761,0.3886387,-0.2946667,-6.791894,0.893636,-0.4323707,-6.573449,1.005942,-0.2054322,-7.146945,0.04029365,-0.3604784,-7.101288,0.5014269,0.05417779,-7.388259,0.4519183,0.1343013,-7.513797,0.6906991,-0.1629912,-7.060487,-0.07408807,-0.189817,-7.030695,-0.2399977,-0.2051524,-7.004585,-0.407969,-0.2029172,-6.995617,-0.5843344,-0.2385451,-6.957542,-0.6401198,-0.2567191,-6.94358,-0.8704028,-0.04478084,-6.892943,-0.5102792,0.1401404,-6.917027,-0.2004899,0.1086401,-6.845146,0.08175442,-0.3122264,-7.158619,-0.5337848,-0.3302566,-7.329256,-0.2155028,-0.5915054,-7.237439,-0.1199009
2,-0.2816367,-6.930837,0.05239495,-0.2120318,-6.868495,0.04977827,-0.3868859,-6.613762,0.428335,-0.2928276,-6.790658,0.8937427,-0.4317476,-6.572944,1.005598,-0.3512419,-6.99318,0.05501175,-0.6254762,-6.817625,0.4193519,-0.2179088,-7.111685,0.4838529,-0.1758793,-7.209862,0.7442193,-0.305173,-6.909251,-0.05985766,-0.3299771,-6.882411,-0.2265908,-0.3487112,-6.850428,-0.3931964,-0.3478058,-6.83274,-0.5689135,-0.3885934,-6.797608,-0.6230732,-0.4110155,-6.779431,-0.8526868,-0.2060762,-6.71234,-0.4889053,-0.05185252,-6.698508,-0.1621501,-0.1152505,-6.623748,0.1139161,-0.43167,-7.013884,-0.533012,-0.4309017,-7.204591,-0.2258059,-0.707559,-7.121428,-0.1771671
3,-0.4394599,-6.773889,0.04390579,-0.3683839,-6.713205,0.04189744,-0.4688078,-6.523074,0.480683,-0.3023531,-6.78248,0.8828579,-0.4347111,-6.567916,1.004474,-0.510536,-6.834572,0.0459142,-0.8520269,-6.60177,0.3065953,-0.4799642,-6.873154,0.5179321,-0.4936847,-6.924716,0.7942454,-0.4636633,-6.749199,-0.06755818,-0.4897298,-6.724636,-0.2344495,-0.5115522,-6.695607,-0.40122,-0.5126049,-6.679204,-0.577061,-0.5567393,-6.648701,-0.6314012,-0.580975,-6.624631,-0.8602871,-0.3832672,-6.545116,-0.4981445,-0.236642,-6.514953,-0.1689993,-0.354137,-6.434623,0.08705342,-0.5788885,-6.868131,-0.544905,-0.5700937,-7.094109,-0.2627668,-0.8499036,-7.016092,-0.3007243
4,-0.6019323,-6.615044,0.02791915,-0.5295453,-6.555908,0.02673829,-0.5219518,-6.484196,0.5100266,-0.3097256,-6.77189,0.8691029,-0.4344266,-6.567433,1.005771,-0.6743195,-6.67418,0.02910013,-1.044724,-6.426271,0.2293746,-0.744904,-6.646236,0.5735646,-0.8221425,-6.643176,0.8441582,-0.6281092,-6.585154,-0.08180688,-0.657172,-6.562386,-0.248455,-0.6808434,-6.540702,-0.416088,-0.6830338,-6.530695,-0.5923984,-0.7292266,-6.505392,-0.6476889,-0.7537302,-6.475449,-0.8758522,-0.5635049,-6.385268,-0.5185624,-0.4110141,-6.34611,-0.1930494,-0.5820237,-6.265276,0.03065244,-0.7381146,-6.722595,-0.5576925,-0.7349375,-6.98618,-0.3101885,-0.9851624,-6.89245,-0.430285
5,-0.7652308,-6.456706,0.008891358,-0.6917188,-6.398962,0.008632822,-0.5927678,-6.431114,0.4860665,-0.345832,-6.729472,0.8127897,-0.4370101,-6.565335,1.008021,-0.8387429,-6.514448,0.009150012,-1.21049,-6.272089,0.2136826,-0.9966615,-6.430019,0.6450511,-1.131271,-6.37761,0.8865664,-0.7934559,-6.421207,-0.09862871,-0.8259667,-6.400092,-0.2648533,-0.8510888,-6.386275,-0.433107,-0.8542051,-6.383406,-0.6096635,-0.9019131,-6.363077,-0.6657153,-0.926239,-6.329266,-0.8933567,-0.743198,-6.228634,-0.5420812,-0.5820916,-6.180958,-0.2218982,-0.7990754,-6.107685,-0.03922342,-0.9001775,-6.576827,-0.5714896,-0.9120688,-6.885687,-0.3838478,-1.124858,-6.774986,-0.5520357
6,-0.9255311,-6.30128,-0.008720882,-0.8511238,-6.244699,-0.008007802,-0.6917959,-6.344394,0.443039,-0.4203731,-6.645463,0.747063,-0.4320616,-6.573514,1.00564,-0.9999384,-6.35786,-0.009433963,-1.356534,-6.131528,0.236293,-1.230747,-6.21704,0.7196243,-1.410011,-6.124919,0.9160286,-0.9547983,-6.261406,-0.1144092,-0.9899086,-6.242182,-0.2803318,-1.016463,-6.234558,-0.4487599,-1.020519,-6.236984,-0.6253043,-1.069591,-6.221141,-0.6816258,-1.092896,-6.183461,-0.9087657,-0.9184719,-6.074239,-0.5628102,-0.7433202,-6.019036,-0.2513299,-0.9899653,-5.966131,-0.1023727,-1.055286,-6.432343,-0.5866517,-1.071099,-6.772482,-0.4649968,-1.246553,-6.643339,-0.6608509
7,-1.081257,-6.150861,-0.02624544,-1.006098,-6.095318,-0.02413535,-0.8189421,-6.225851,0.4079549,-0.5317723,-6.536694,0.6866188,-0.4695103,-6.569384,0.9629749,-1.156415,-6.206404,-0.02835542,-1.482941,-6.000183,0.2710136,-1.424396,-6.013512,0.774142,-1.634243,-5.887823,0.9132907,-1.109958,-6.107987,-0.1309078,-1.146573,-6.090836,-0.2967314,-1.174108,-6.088133,-0.465153,-1.178699,-6.094511,-0.6415855,-1.228807,-6.082678,-0.6979789,-1.248836,-6.043064,-0.9251021,-1.085739,-5.925114,-0.582974,-0.890396,-5.859554,-0.2858402,-1.14884,-5.836046,-0.1499179,-1.199016,-6.291978,-0.606108,-1.217676,-6.643046,-0.5215618,-1.368138,-6.505805,-0.7321488
8,-1.233919,-6.004194,-0.04389457,-1.15847,-5.949114,-0.0404299,-0.9565079,-6.094213,0.3801947,-0.6581631,-6.414496,0.6354454,-0.565855,-6.507382,0.8868133,-1.309367,-6.059275,-0.04735889,-1.596101,-5.871284,0.300794,-1.587363,-5.817703,0.804576,-1.812412,-5.673422,0.8925059,-1.261317,-5.960029,-0.1483685,-1.298207,-5.944774,-0.3143161,-1.326083,-5.946063,-0.4826983,-1.330824,-5.956053,-0.6589592,-1.381357,-5.946778,-0.7154533,-1.394419,-5.908,-0.9432279,-1.242518,-5.783092,-0.6038927,-1.022362,-5.705034,-0.3278783,-1.279685,-5.711554,-0.1880093,-1.341761,-6.154125,-0.6269057,-1.373642,-6.508386,-0.5618826,-1.496321,-6.366469,-0.7868947
9,-1.384325,-5.858656,-0.05553842,-1.309686,-5.802486,-0.05204704,-1.115796,-5.923568,0.3798254,-0.8019199,-6.264847,0.5841632,-0.7047199,-6.37862,0.8224987,-1.458965,-5.914826,-0.05902943,-1.670122,-5.747641,0.3486826,-1.740492,-5.628288,0.8360701,-1.972666,-5.475828,0.8813163,-1.410888,-5.816737,-0.161148,-1.446323,-5.803706,-0.3276007,-1.473426,-5.80913,-0.4960268,-1.477621,-5.824155,-0.6719441,-1.527646,-5.815276,-0.7289507,-1.535383,-5.783543,-0.9580545,-1.385075,-5.652069,-0.6214545,-1.170465,-5.553867,-0.3475122,-1.434122,-5.581589,-0.2228611,-1.493352,-6.021178,-0.6387628,-1.559263,-6.3689,-0.5646679,-1.643769,-6.229199,-0.8079026
