FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,510.12,520.6888,0,488.5501,520.0669,0,477.7581,606.2378,0,487.1555,728.194,0,471.8364,764.8507,0,531.7059,521.3114,0,550.3569,630.2729,0,527.9136,611.4297,0,534.5351,661.0295,0,510.6351,494.8005,0,510.1377,455.9657,0,508.3434,416.3456,0,506.4822,374.9003,0,506.0312,360.6722,0,506.7178,305.5493,0,463.4875,392.95,0,438.5146,466.197,0,431.1602,530.8701,0,551.4434,387.4437,0,581.4957,462.4807,0,612.5781,483.4392,0
1,510.12,520.6888,0,488.5501,520.0669,0,477.7581,606.2378,0,487.1555,728.194,0,471.8364,764.8507,0,531.7059,521.3114,0,550.3569,630.2729,0,527.9136,611.4297,0,534.5351,661.0295,0,510.6351,494.8005,0,510.1377,455.9657,0,508.3434,416.3456,0,506.4822,374.9003,0,506.0312,360.6722,0,506.7178,305.5493,0,463.4875,392.95,0,438.5146,466.197,0,431.1602,530.8701,0,551.4434,387.4437,0,581.4957,462.4807,0,612.5781,483.4392,0
2,508.7472,524.4752,0,486.5499,523.8431,0,471.2993,618.6629,0,486.631,728.2061,0,471.6363,764.761,0,530.9778,525.1082,0,549.3485,616.8206,0,528.0598,624.3623,0,536.9263,682.41,0,509.0618,497.6791,0,508.6995,457.4976,0,506.4166,416.9192,0,503.2217,374.1849,0,504.1276,359.8468,0,504.8296,302.8732,0,458.4421,393.8322,0,430.9185,473.3786,0,427.7984,539.5259,0,548.2432,384.1932,0,579.1058,458.9165,0,615.0662,468.7578,0
3,508.7898,522.8065,0,485.8857,522.3007,0,468.9499,633.9817,0,486.8145,725.9719,0,471.2339,764.6993,0,531.745,523.3135,0,553.2242,592.5129,0,532.985,638.6895,0,544.1469,705.498,0,508.6878,495.2822,0,508.934,453.6674,0,507.6422,411.6215,0,504.9132,367.3543,0,507.2909,352.4336,0,507.2955,293.4284,0,458.1953,387.0706,0,427.9141,470.1484,0,432.7311,534.0268,0,549.6431,377.2186,0,585.7633,448.6075,0,624.4124,436.6168,0
4,509.3292,519.1165,0,485.6594,518.8055,0,471.094,642.7579,0,486.2142,723.0383,0,471.0965,765.0311,0,533.0687,519.4285,0,558.3702,574.8818,0,541.0853,660.0543,0,555.0131,731.8877,0,508.6389,491.0136,0,509.7677,447.8929,0,510.1209,404.0906,0,508.6829,358.1542,0,512.5231,342.4243,0,511.5131,281.2555,0,459.8751,376.9337,0,425.688,462.3554,0,440.0563,520.1104,0,553.3965,369.374,0,597.9349,434.9597,0,629.8005,401.0032,0
5,510.1576,514.3497,0,485.6691,514.2772,0,473.7802,638.3629,0,484.9056,711.0165,0,471.1618,765.7274,0,534.7351,514.4225,0,562.5463,572.9063,0,549.5474,687.7521,0,566.5957,759.0377,0,508.7743,485.7322,0,510.9134,441.0216,0,513.0606,395.4018,0,513.1083,347.7556,0,518.3748,331.2123,0,516.585,267.7127,0,462.2234,365.2086,0,423.4307,452.7043,0,448.4383,501.1516,0,557.9172,360.6574,0,614.4707,413.7144,0,637.4802,365.3607,0
6,511.0337,509.6066,0,485.6797,509.8069,0,475.2705,629.6509,0,482.7722,698.0684,0,471.7946,764.7644,0,536.4957,509.4055,0,565.5566,581.8353,0,555.9447,719.053,0,575.8452,784.8405,0,508.951,480.3508,0,512.0588,433.9418,0,515.8016,386.5237,0,517.0844,337.1263,0,523.7482,319.8566,0,520.9498,253.8962,0,464.3697,353.4314,0,419.8343,442.2156,0,455.8378,482.5065,0,561.621,351.0829,0,626.2351,389.209,0,639.3424,331.1564,0
7,512.0656,504.5256,0,485.8124,505.1432,0,475.8592,623.5019,0,482.5318,687.1971,0,477.5596,755.1472,0,538.4468,503.9051,0,566.3268,594.8451,0,556.131,746.4036,0,577.0267,801.3373,0,509.1869,474.3889,0,513.1489,426.17,0,518.2515,376.94,0,520.5016,325.7542,0,528.4874,307.7849,0,524.5308,239.2609,0,466.2064,341.1174,0,413.7573,429.5787,0,459.8108,467.1846,0,564.0397,339.9065,0,633.2851,369.7576,0,640.2155,305.2623,0
8,513.3218,499.0182,0,486.0947,500.074,0,475.8467,619.3541,0,482.4727,678.7454,0,483.1898,739.884,0,540.6923,497.9568,0,564.6202,607.01,0,550.9413,767.7154,0,572.1686,810.9422,0,509.7954,467.7141,0,514.3776,417.542,0,520.605,366.434,0,523.7383,313.4166,0,532.6922,294.686,0,527.274,223.5236,0,467.5705,327.9669,0,405.3214,413.9297,0,459.4056,453.8659,0,566.9276,327.6042,0,641.8765,353.2833,0,642.2737,282.2464,0
9,514.4327,494.924,0,486.0593,496.0369,0,471.9544,623.7847,0,480.3172,670.606,0,484.1927,729.882,0,542.9468,493.8057,0,554.698,625.2145,0,544.319,790.9493,0,566.1514,823.4498,0,511.0859,461.9963,0,516.0278,409.6776,0,523.2446,356.614,0,527.4793,301.8167,0,536.7787,282.1409,0,531.5341,208.2521,0,468.4761,315.4806,0,400.3204,403.8413,0,462.875,440.3458,0,573.0294,317.0106,0,656.885,345.8525,0,649.3469,267.2531,0
