FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,-0.00848648,-7.435266,0.03761023,-0.1018905,-7.432652,0.0349307,-0.1415624,-7.767446,0.3886352,-0.1030435,-7.752036,0.8936325,-0.160136,-8.003871,1.005939,0.08491752,-7.437879,0.04028988,0.1622667,-7.579798,0.5014231,0.07198013,-7.083673,0.4519144,0.1040933,-6.938248,0.6906952,-0.006228622,-7.469004,-0.07409179,-0.008325476,-7.509038,-0.2400014,-0.01594468,-7.538345,-0.4079727,-0.02386647,-7.543106,-0.5843381,-0.02559722,-7.595222,-0.6401235,-0.02261883,-7.617946,-0.8704064,-0.2082872,-7.503888,-0.5102829,-0.3220165,-7.3561,-0.2004936,-0.3505695,-7.4292,0.08175079,0.1686867,-7.505139,-0.5337886,0.3020943,-7.397231,-0.2155067,0.4219008,-7.646885,-0.1199047
1,-0.00848648,-7.435266,0.03761023,-0.1018905,-7.432652,0.0349307,-0.1415624,-7.767446,0.3886352,-0.1030435,-7.752036,0.8936325,-0.160136,-8.003871,1.005939,0.08491752,-7.437879,0.04028988,0.1622667,-7.579798,0.5014231,0.07198013,-7.083673,0.4519144,0.1040933,-6.938248,0.6906952,-0.006228622,-7.469004,-0.07409179,-0.008325476,-7.509038,-0.2400014,-0.01594468,-7.538345,-0.4079727,-0.02386647,-7.543106,-0.5843381,-0.02559722,-7.595222,-0.6401235,-0.02261883,-7.617946,-0.8704064,-0.2082872,-7.503888,-0.5102829,-0.3220165,-7.3561,-0.2004936,-0.3505695,-7.4292,0.08175079,0.1686867,-7.505139,-0.5337886,0.3020943,-7.397231,-0.2155067,0.4219008,-7.646885,-0.1199047
2,-0.01400975,-7.644576,0.05239129,-0.1073109,-7.63944,0.04977464,-0.1637933,-7.943203,0.4283316,-0.1052179,-7.75161,0.8937391,-0.1609341,-8.003788,1.005595,0.07929138,-7.649711,0.05500806,0.1490681,-7.96776,0.4193483,0.06880704,-7.471634,0.4838491,0.1085095,-7.372493,0.7442155,-0.01263083,-7.676482,-0.0598613,-0.01407085,-7.713,-0.2265944,-0.02343891,-7.748862,-0.3932,-0.0365868,-7.76073,-0.5689172,-0.03258735,-7.814413,-0.6230768,-0.02958579,-7.843121,-0.8526903,-0.2219402,-7.745647,-0.4889089,-0.3407731,-7.646375,-0.1621536,-0.3488076,-7.744067,0.1139126,0.1508026,-7.691942,-0.5330157,0.2851098,-7.556549,-0.2258097,0.4219311,-7.81098,-0.1771708
3,-0.01339103,-7.867152,0.04390222,-0.1065591,-7.859804,0.04189389,-0.1699923,-8.065257,0.4806795,-0.1042654,-7.764128,0.8828543,-0.1623932,-8.009439,1.00447,0.07977698,-7.874501,0.0459106,0.1566311,-8.280588,0.3065918,0.08544089,-7.825602,0.5179285,0.1316023,-7.798844,0.7942418,-0.01373474,-7.901725,-0.06756175,-0.01267223,-7.937526,-0.2344531,-0.01776783,-7.973483,-0.4012235,-0.02862222,-7.985826,-0.5770645,-0.01898357,-8.038603,-0.6314048,-0.01886627,-8.07276,-0.8602906,-0.2148922,-7.989185,-0.498148,-0.3399009,-7.906834,-0.1690028,-0.3136207,-8.046717,0.08705,0.1518385,-7.899105,-0.5449086,0.3054102,-7.733095,-0.2627705,0.4480999,-7.986116,-0.3007279
4,-0.01082635,-8.094358,0.02791566,-0.103827,-8.084988,0.02673482,-0.1599042,-8.130326,0.5100232,-0.1065403,-7.77683,0.8690993,-0.162936,-8.009579,1.005767,0.08217431,-8.103728,0.02909661,0.1687923,-8.540941,0.2293712,0.1123265,-8.173398,0.5735611,0.1647786,-8.230177,0.8441547,-0.01345213,-8.134004,-0.08181036,-0.009001184,-8.170653,-0.2484585,-0.007595161,-8.202724,-0.4160914,-0.01312242,-8.211349,-0.5924019,0.001648163,-8.261905,-0.6476923,-0.002197921,-8.300405,-0.8758556,-0.2004752,-8.229662,-0.5185658,-0.3359905,-8.149523,-0.1930528,-0.2722271,-8.327603,0.03064911,0.161519,-8.114604,-0.5576961,0.3456554,-7.925974,-0.3101922,0.456314,-8.169188,-0.4302886
5,-0.007319064,-8.32179,0.008887947,-0.1001302,-8.310639,0.008629436,-0.1473649,-8.217936,0.4860631,-0.111003,-7.832355,0.8127862,-0.162593,-8.01289,1.008018,0.08549213,-8.33294,0.009146576,0.1769827,-8.767179,0.2136793,0.1374569,-8.504306,0.6450477,0.1955816,-8.636548,0.886563,-0.01246188,-8.366849,-0.0986321,-0.00440457,-8.404769,-0.2648567,0.003589707,-8.432302,-0.4331104,0.003764061,-8.436535,-0.6096669,0.02312397,-8.484645,-0.6657187,0.01641716,-8.525753,-0.89336,-0.1841697,-8.467481,-0.5420845,-0.3318013,-8.387274,-0.2219014,-0.2301824,-8.592516,-0.03922667,0.1730409,-8.332273,-0.571493,0.3998466,-8.122285,-0.3838514,0.4720337,-8.351027,-0.5520393
6,-0.003872563,-8.545042,-0.008724213,-0.09649502,-8.532436,-0.008011108,-0.1386614,-8.349279,0.4430357,-0.1176981,-7.944466,0.7470595,-0.160309,-8.003608,1.005637,0.08874983,-8.557648,-0.009437317,0.18086,-8.969839,0.2362898,0.1523812,-8.820429,0.7196211,0.2140008,-9.012326,0.9160253,-0.01137249,-8.593932,-0.1144125,-0.0001388071,-8.632352,-0.2803351,0.01324631,-8.65652,-0.4487633,0.0178303,-8.657673,-0.6253076,0.04132671,-8.703574,-0.6816291,0.03116137,-8.746697,-0.908769,-0.1694062,-8.700592,-0.5628134,-0.3322912,-8.615775,-0.2513331,-0.1952969,-8.82759,-0.1023759,0.1805531,-8.544117,-0.5866551,0.4322501,-8.314783,-0.4650004,0.4649959,-8.530167,-0.6608545
7,-0.0001199329,-8.761518,-0.02624869,-0.09253999,-8.747647,-0.02413858,-0.1325783,-8.523008,0.4079516,-0.1158385,-8.100149,0.6866153,-0.1367489,-8.033008,0.9629714,0.09230012,-8.775389,-0.02835869,0.1773681,-9.152098,0.2710105,0.1453958,-9.101274,0.7741389,0.2049046,-9.338535,0.9132876,-0.01014185,-8.81213,-0.130911,0.003621443,-8.850148,-0.2967346,0.02118028,-8.87153,-0.4651562,0.0289362,-8.870266,-0.6415887,0.05600156,-8.914065,-0.6979821,0.04215252,-8.95624,-0.9251053,-0.1565783,-8.924315,-0.5829772,-0.3410638,-8.832544,-0.2858433,-0.1749392,-9.031915,-0.149921,0.1829328,-8.745003,-0.6061113,0.4443703,-8.509954,-0.5215653,0.4537192,-8.713391,-0.7321522
8,0.004119235,-8.973176,-0.04389775,-0.08817858,-8.958774,-0.04043305,-0.1283863,-8.713364,0.3801915,-0.1128738,-8.275928,0.635442,-0.1124647,-8.144976,0.8868098,0.09641708,-8.987577,-0.04736208,0.1662388,-9.323259,0.3007909,0.1221724,-9.354967,0.8045729,0.1792841,-9.616123,0.8925029,-0.00773674,-9.02378,-0.1483717,0.007560954,-9.060651,-0.3143193,0.02818385,-9.079452,-0.4827014,0.03860079,-9.07574,-0.6589624,0.06777363,-9.118031,-0.7154565,0.04959053,-9.154687,-0.943231,-0.146144,-9.1356,-0.6038958,-0.3570121,-9.035121,-0.3278814,-0.1704473,-9.212465,-0.1880124,0.1863926,-8.943416,-0.626909,0.4594362,-8.715458,-0.5618861,0.4458325,-8.902555,-0.786898
9,0.007561817,-9.18244,-0.05554152,-0.08493446,-9.16938,-0.05205012,-0.1364175,-8.946662,0.3798223,-0.1170405,-8.483397,0.5841599,-0.1053211,-8.334216,0.8224953,0.1000581,-9.1955,-0.05903255,0.1311506,-9.463029,0.3486795,0.0965151,-9.597183,0.8360671,0.152881,-9.86916,0.8813134,-0.003296716,-9.230865,-0.1611511,0.01254498,-9.265135,-0.3276038,0.03554455,-9.280464,-0.4960299,0.04913574,-9.272806,-0.6719472,0.07823004,-9.314458,-0.7289538,0.06126202,-9.342368,-0.9580575,-0.1379875,-9.32905,-0.6214575,-0.3591787,-9.246737,-0.3475151,-0.1531433,-9.413568,-0.222864,0.1995753,-9.144614,-0.6387659,0.492058,-8.945343,-0.5646713,0.4530291,-9.103882,-0.8079059
