FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,0.1375374,-7.381808,0.03761242,0.06964293,-7.446007,0.03493291,0.2783261,-7.710794,0.3886375,0.2946666,-7.672661,0.8936347,0.4323707,-7.891106,1.005941,0.205432,-7.31761,0.04029205,0.3604782,-7.363267,0.5014253,-0.05417809,-7.076296,0.4519165,-0.1343017,-6.950758,0.6906973,0.162991,-7.404069,-0.07408959,0.1898168,-7.43386,-0.2399992,0.2051522,-7.459971,-0.4079705,0.202917,-7.468939,-0.5843359,0.238545,-7.507014,-0.6401213,0.256719,-7.520976,-0.8704042,0.04478074,-7.571613,-0.5102806,-0.1401405,-7.547529,-0.2004913,-0.1086402,-7.619409,0.08175307,0.3122261,-7.305936,-0.5337864,0.3302563,-7.1353,-0.2155046,0.5915051,-7.227116,-0.1199026
1,0.1375374,-7.381808,0.03761242,0.06964293,-7.446007,0.03493291,0.2783261,-7.710794,0.3886375,0.2946666,-7.672661,0.8936347,0.4323707,-7.891106,1.005941,0.205432,-7.31761,0.04029205,0.3604782,-7.363267,0.5014253,-0.05417809,-7.076296,0.4519165,-0.1343017,-6.950758,0.6906973,0.162991,-7.404069,-0.07408959,0.1898168,-7.43386,-0.2399992,0.2051522,-7.459971,-0.4079705,0.202917,-7.468939,-0.5843359,0.238545,-7.507014,-0.6401213,0.256719,-7.520976,-0.8704042,0.04478074,-7.571613,-0.5102806,-0.1401405,-7.547529,-0.2004913,-0.1086402,-7.619409,0.08175307,0.3122261,-7.305936,-0.5337864,0.3302563,-7.1353,-0.2155046,0.5915051,-7.227116,-0.1199026
2,0.2816366,-7.533719,0.05239352,0.2120316,-7.596061,0.0497769,0.3868859,-7.850793,0.4283339,0.2928275,-7.673897,0.8937414,0.4317476,-7.891611,1.005597,0.3512417,-7.471376,0.05501027,0.6254761,-7.64693,0.4193506,0.2179086,-7.35287,0.4838513,0.1758791,-7.254693,0.7442176,0.3051729,-7.555305,-0.05985907,0.3299769,-7.582145,-0.2265922,0.3487111,-7.614128,-0.3931978,0.3478056,-7.631816,-0.5689149,0.3885933,-7.666948,-0.6230745,0.4110155,-7.685125,-0.8526881,0.2060762,-7.752216,-0.4889066,0.0518525,-7.766047,-0.1621513,0.1152505,-7.840808,0.1139149,0.4316698,-7.450672,-0.5330135,0.4309015,-7.259964,-0.2258075,0.7075588,-7.343127,-0.1771687
3,0.4394598,-7.690666,0.04390449,0.3683839,-7.75135,0.04189619,0.4688078,-7.941482,0.4806819,0.302353,-7.682075,0.8828566,0.4347111,-7.896638,1.004473,0.5105358,-7.629983,0.04591285,0.8520268,-7.862785,0.3065941,0.479964,-7.591401,0.5179307,0.4936845,-7.539839,0.794244,0.4636633,-7.715356,-0.06755947,0.4897298,-7.73992,-0.2344508,0.5115522,-7.768949,-0.4012212,0.5126048,-7.785352,-0.5770622,0.5567393,-7.815855,-0.6314024,0.580975,-7.839925,-0.8602883,0.3832673,-7.919439,-0.4981456,0.236642,-7.949603,-0.1690004,0.354137,-8.029932,0.08705239,0.5788884,-7.596425,-0.5449064,0.5700935,-7.370447,-0.2627684,0.8499033,-7.448463,-0.3007258
4,0.6019323,-7.849512,0.02791798,0.5295453,-7.908648,0.02673716,0.5219519,-7.980359,0.5100256,0.3097256,-7.692665,0.8691016,0.4344266,-7.897121,1.00577,0.6743194,-7.790376,0.02909891,1.044724,-8.038283,0.2293736,0.7449039,-7.818318,0.5735635,0.8221424,-7.821378,0.844157,0.6281092,-7.879402,-0.08180802,0.657172,-7.90217,-0.2484562,0.6808434,-7.923853,-0.4160891,0.6830338,-7.93386,-0.5923995,0.7292266,-7.959164,-0.64769,0.7537302,-7.989107,-0.8758532,0.5635049,-8.079288,-0.5185634,0.4110143,-8.118445,-0.1930504,0.5820239,-8.199279,0.03065154,0.7381145,-7.741961,-0.5576938,0.7349373,-7.478375,-0.31019,0.9851622,-7.572105,-0.4302864
5,0.7652308,-8.00785,0.008890311,0.6917188,-8.065593,0.008631822,0.5927679,-8.033442,0.4860654,0.345832,-7.735083,0.8127884,0.4370101,-7.89922,1.00802,0.8387429,-7.950107,0.009148919,1.21049,-8.192466,0.2136817,0.9966616,-8.034535,0.6450501,1.131271,-8.086945,0.8865654,0.793456,-8.043348,-0.09862972,0.8259667,-8.064464,-0.2648543,0.8510889,-8.07828,-0.433108,0.8542051,-8.08115,-0.6096646,0.9019132,-8.10148,-0.6657163,0.9262391,-8.13529,-0.8933576,0.7431982,-8.235922,-0.542082,0.5820917,-8.283598,-0.221899,0.7990755,-8.356871,-0.03922419,0.9001775,-7.887729,-0.5714907,0.9120687,-7.578869,-0.3838492,1.124858,-7.689569,-0.552037
6,0.9255312,-8.163276,-0.008721804,0.8511239,-8.219856,-0.008008678,0.691796,-8.120161,0.443038,0.420373,-7.819092,0.7470618,0.4320616,-7.891041,1.005639,0.9999385,-8.106695,-0.00943493,1.356534,-8.333026,0.2362922,1.230747,-8.247515,0.7196235,1.410011,-8.339635,0.9160278,0.9547984,-8.20315,-0.1144101,0.9899087,-8.222373,-0.2803327,1.016463,-8.229998,-0.4487608,1.020519,-8.227571,-0.6253051,1.069591,-8.243414,-0.6816266,1.092896,-8.281095,-0.9087666,0.9184721,-8.390317,-0.562811,0.7433205,-8.445519,-0.2513306,0.9899654,-8.498425,-0.1023734,1.055286,-8.032213,-0.5866528,1.071099,-7.692073,-0.4649981,1.246552,-7.821217,-0.6608521
7,1.081257,-8.313694,-0.02624624,1.006098,-8.369237,-0.0241361,0.8189422,-8.238704,0.407954,0.5317723,-7.927861,0.6866177,0.4695103,-7.895171,0.9629738,1.156416,-8.258151,-0.02835626,1.482941,-8.464372,0.271013,1.424396,-8.451042,0.7741414,1.634244,-8.576732,0.9132901,1.109958,-8.356568,-0.1309085,1.146573,-8.373719,-0.2967321,1.174108,-8.376422,-0.4651537,1.178699,-8.370045,-0.6415862,1.228808,-8.381877,-0.6979796,1.248836,-8.421492,-0.9251028,1.085739,-8.539442,-0.5829747,0.8903962,-8.605,-0.2858407,1.148841,-8.62851,-0.1499184,1.199016,-8.172578,-0.6061089,1.217676,-7.821509,-0.521563,1.368138,-7.95875,-0.7321499
8,1.233919,-8.460361,-0.04389526,1.158471,-8.515441,-0.04043054,0.956508,-8.370341,0.380194,0.6581631,-8.050058,0.6354444,0.565855,-7.957172,0.8868122,1.309367,-8.40528,-0.04735961,1.596101,-8.593271,0.3007934,1.587363,-8.646852,0.8045755,1.812412,-8.791132,0.8925055,1.261318,-8.504526,-0.1483692,1.298207,-8.519781,-0.3143167,1.326083,-8.518493,-0.4826989,1.330824,-8.508502,-0.6589599,1.381357,-8.517777,-0.715454,1.39442,-8.556556,-0.9432285,1.242518,-8.681464,-0.6038932,1.022362,-8.759521,-0.3278788,1.279685,-8.753001,-0.1880098,1.341762,-8.310431,-0.6269066,1.373642,-7.956169,-0.5618837,1.496321,-8.098086,-0.7868956
9,1.384325,-8.605899,-0.05553898,1.309686,-8.662068,-0.05204757,1.115796,-8.540987,0.3798248,0.80192,-8.199708,0.5841624,0.70472,-8.085935,0.8224977,1.458965,-8.549728,-0.05903004,1.670123,-8.716914,0.3486821,1.740493,-8.836266,0.8360697,1.972666,-8.988726,0.881316,1.410888,-8.647818,-0.1611485,1.446323,-8.660849,-0.3276013,1.473426,-8.655425,-0.4960273,1.477621,-8.6404,-0.6719447,1.527646,-8.64928,-0.7289513,1.535383,-8.681013,-0.958055,1.385076,-8.812487,-0.6214549,1.170466,-8.910688,-0.3475125,1.434122,-8.882966,-0.2228614,1.493352,-8.443377,-0.6387634,1.559263,-8.095654,-0.5646689,1.643769,-8.235356,-0.8079035
