FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,544.9479,520.2886,0,559.5312,519.7698,0,615.4598,596.0278,0,607.0084,704.7932,0,651.5818,725.123,0,530.6308,520.798,0,540.0151,619.2406,0,476.7137,614.2354,0,447.5951,670.0171,0,549.7224,495.7325,0,556.104,459.4925,0,561.7139,422.9266,0,563.6875,384.3813,0,571.717,372.8645,0,574.5995,323.2693,0,587.7221,398.1333,0,584.1822,466.0955,0,600.2484,530.637,0,527.8545,397.1105,0,491.177,465.7272,0,510.9292,487.1149,0
1,544.9479,520.2886,0,559.5312,519.7698,0,615.4598,596.0278,0,607.0084,704.7932,0,651.5818,725.123,0,530.6308,520.798,0,540.0151,619.2406,0,476.7137,614.2354,0,447.5951,670.0171,0,549.7224,495.7325,0,556.104,459.4925,0,561.7139,422.9266,0,563.6875,384.3813,0,571.717,372.8645,0,574.5995,323.2693,0,587.7221,398.1333,0,584.1822,466.0955,0,600.2484,530.637,0,527.8545,397.1105,0,491.177,465.7272,0,510.9292,487.1149,0
2,577.1458,523.3241,0,591.3539,522.8591,0,643.8234,603.291,0,607.2983,704.8633,0,651.7003,725.0674,0,563.1984,523.7805,0,597.6912,598.6627,0,538.285,617.4623,0,516.9138,675.1325,0,581.5928,499.1052,0,587.1281,463.3446,0,593.7932,427.7777,0,597.5923,390.1243,0,604.62,379.2363,0,608.2101,330.8432,0,625.5074,405.2686,0,630.9941,475.8526,0,646.49,537.1771,0,558.2744,399.0649,0,517.8674,464.1517,0,534.6713,475.7666,0
3,609.0264,521.2943,0,622.8986,520.9521,0,661.5437,613.358,0,608.9404,702.2736,0,652.711,724.7469,0,595.4089,521.6302,0,638.6476,573.5853,0,587.616,621.0544,0,576.6443,678.9368,0,613.9307,497.746,0,618.7522,462.6986,0,624.5386,427.8663,0,627.9625,391.0095,0,633.6647,380.3662,0,638.2899,333.2043,0,658.5234,405.7819,0,667.9579,475.2578,0,682.7368,530.6345,0,587.7028,398.7211,0,540.7568,457.3129,0,555.436,451.5799,0
4,639.9392,517.7879,0,653.5042,517.5948,0,668.6603,618.8085,0,611.1257,699.126,0,652.8186,725.0295,0,626.6226,517.9775,0,670.1299,557.0017,0,631.2965,628.7573,0,630.7695,682.1922,0,645.6881,495.1006,0,649.882,460.8623,0,653.9191,426.6152,0,655.9327,390.4681,0,660.2588,379.896,0,665.8923,333.9072,0,688.4321,403.9847,0,700.2712,470.9866,0,712.9489,518.3707,0,615.8412,398.3788,0,562.1594,448.7791,0,579.1541,426.9718,0
5,669.4767,513.8063,0,682.7708,513.77,0,678.2583,612.8696,0,619.7428,686.1675,0,653.2155,725.4343,0,656.4248,513.8419,0,696.6802,553.1,0,670.314,639.2921,0,677.9416,684.1357,0,676.1053,492.0453,0,679.6984,458.629,0,681.9528,424.9946,0,682.4635,389.5737,0,685.5221,379.1019,0,691.7344,334.1888,0,716.3486,401.6298,0,730.4689,465.8896,0,739.3815,504.0704,0,642.8784,397.8881,0,581.1053,435.4676,0,600.8558,404.7361,0
6,697.3207,510.265,0,710.3929,510.3923,0,693.9517,602.7916,0,636.5197,670.5242,0,651.5739,725.0676,0,684.4848,510.14,0,720.1152,556.6761,0,706.8008,650.0801,0,720.0692,684.1197,0,704.5669,489.3086,0,707.5412,456.6363,0,708.4127,423.6576,0,707.8387,388.9634,0,709.78,378.6741,0,716.5762,334.7427,0,742.714,399.8735,0,759.0201,460.8294,0,762.0589,491.7828,0,668.739,397.053,0,601.9207,421.0634,0,624.7935,385.4354,0
7,723.2301,506.8745,0,736.1051,507.2437,0,714.9874,594.2817,0,657.4822,655.6077,0,651.7659,715.036,0,710.5858,506.512,0,741.5695,562.4974,0,740.6217,657.218,0,758.2301,679.2654,0,730.8491,486.5192,0,733.2167,454.4932,0,733.0142,422.1476,0,731.6622,388.1339,0,732.6322,378.0444,0,739.696,334.8741,0,767.1871,398.1919,0,786.4305,454.8568,0,782.5228,482.9542,0,693.101,395.2653,0,625.2351,411.7706,0,649.1667,373.7629,0
8,747.5526,503.5818,0,760.3303,504.1766,0,737.6813,587.3945,0,680.3003,642.7759,0,662.9501,696.6679,0,735.0005,502.9976,0,762.3361,567.3279,0,772.4493,660.1382,0,791.8727,672.239,0,755.2366,483.635,0,757.0887,452.168,0,756.0459,420.4142,0,754.0162,387.0399,0,754.345,377.1226,0,761.2774,334.4514,0,789.6792,396.2891,0,812.4404,447.5006,0,802.1142,476.1339,0,716.1942,393.2699,0,648.592,405.9789,0,673.0742,365.6082,0
9,770.8685,501.5344,0,783.8087,502.1067,0,766.569,585.8842,0,707.5356,630.0709,0,686.653,680.2787,0,758.1507,500.972,0,782.808,575.603,0,802.284,663.3098,0,821.858,667.4753,0,777.9486,481.725,0,779.301,450.7036,0,777.4572,419.4782,0,774.528,386.7251,0,774.6748,376.873,0,780.3203,334.56,0,809.7755,394.894,0,836.3585,444.8432,0,821.2963,470.2427,0,737.3884,393.126,0,671.472,407.703,0,695.5118,364.1967,0
10,793.259,502.7628,0,806.7343,502.8142,0,808.1783,592.8235,0,746.5333,620.1469,0,729.6357,669.6802,0,780.0034,502.7123,0,802.1995,579.3124,0,816.2975,668.7477,0,833.7681,679.8045,0,798.6127,482.7458,0,800.5881,452.0099,0,798.5721,421.1224,0,794.6609,388.9406,0,796.0757,378.7999,0,799.0209,336.7354,0,827.2152,396.1384,0,854.63,454.088,0,837.5504,463.346,0,759.4091,399.0521,0,717.189,432.9964,0,731.4055,382.8663,0
11,814.7317,504.3954,0,828.7726,503.8124,0,846.2129,591.7805,0,787.0444,610.7311,0,777.4754,660.9399,0,800.9047,504.9697,0,820.6566,581.6539,0,820.5132,671.4333,0,834.766,687.7133,0,818.1279,484.2162,0,821.1213,453.7351,0,820.3171,423.1041,0,816.6681,391.3417,0,820.2012,380.9341,0,820.4822,339.2593,0,843.6813,399.1237,0,868.9741,460.7725,0,851.396,449.9429,0,787.9922,403.8362,0,785.4333,446.9854,0,802.5282,404.2327,0
