FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,557.5538,520.4556,0,557.5553,519.9561,0,634.4857,601.007,0,630.3137,715.557,0,689.0964,742.9886,0,557.5522,520.9423,0,588.2429,622.1193,0,478.8833,612.4734,0,446.8379,664.8885,0,565.1218,495.3498,0,574.1368,458.0487,0,580.7975,420.1921,0,581.9456,380.3591,0,593.7062,367.757,0,598.7908,315.9467,0,574.7151,394.024,0,541.0165,464.8839,0,558.3871,531.2921,0,571.795,394.8759,0,547.4779,465.5511,0,599.89,486.5613,0
1,557.5538,520.4556,0,557.5553,519.9561,0,634.4857,601.007,0,630.3137,715.557,0,689.0964,742.9886,0,557.5522,520.9423,0,588.2429,622.1193,0,478.8833,612.4734,0,446.8379,664.8885,0,565.1218,495.3498,0,574.1368,458.0487,0,580.7975,420.1921,0,581.9456,380.3591,0,593.7062,367.757,0,598.7908,315.9467,0,574.7151,394.024,0,541.0165,464.8839,0,558.3871,531.2921,0,571.795,394.8759,0,547.4779,465.5511,0,599.89,486.5613,0
2,604.6783,523.7874,0,604.7216,523.3453,0,675.25,610.4069,0,630.2526,715.6434,0,689.0973,742.9357,0,604.6361,524.2181,0,673.7327,604.2593,0,565.1606,619.6201,0,542.9411,676.6364,0,611.8373,498.5359,0,620.0731,461.022,0,628.2921,423.4246,0,631.1829,383.6066,0,643.2252,371.4619,0,649.6431,319.7513,0,630.8405,398.7455,0,609.4969,473.7902,0,632.6582,538.8748,0,613.0278,394.7621,0,581.9745,463.2205,0,634.7041,474.4117,0
3,654.7404,521.8767,0,654.9321,521.5482,0,703.4589,622.5304,0,633.0889,713.1364,0,690.4316,742.7251,0,654.5536,522.1969,0,742.3203,579.3833,0,643.5917,626.9382,0,636.866,687.1522,0,662.5248,496.8015,0,670.5555,459.2642,0,678.7612,421.6882,0,681.795,381.9119,0,693.4498,369.8521,0,701.1365,318.326,0,687.0796,396.7212,0,670.8523,472.1813,0,703.082,532.4329,0,658.5732,392.1631,0,619.8215,455.389,0,671.3167,448.4151,0
4,705.7829,518.2782,0,706.1766,518.0911,0,718.1267,629.1105,0,636.0221,710.0659,0,690.4776,743.0407,0,705.3992,518.4606,0,799.0683,562.329,0,720.0095,638.8182,0,730.9997,697.3243,0,714.7719,493.5967,0,722.8866,456.1423,0,730.0542,418.4734,0,732.1613,378.7411,0,743.061,366.6011,0,751.8312,315.2765,0,742.2568,392.2422,0,727.9106,466.5406,0,767.4827,519.1518,0,705.7123,389.5114,0,660.5823,445.5273,0,709.8133,421.1182,0
5,756.8079,513.9984,0,757.4549,513.9655,0,737.843,623.4113,0,648.7617,697.3483,0,691.2294,743.5464,0,756.1774,514.0304,0,848.3368,558.834,0,792.2163,654.1379,0,818.9351,705.8274,0,767.1174,489.8156,0,775.3527,452.4936,0,781.2411,414.7984,0,782.1844,375.1774,0,792.2315,362.9968,0,801.7005,311.8602,0,796.5193,387.1005,0,783.7311,459.7791,0,827.3875,502.9031,0,753.1442,386.6764,0,701.2972,430.3264,0,747.7382,395.6408,0
6,806.847,510.0406,0,807.8057,510.1775,0,767.6341,613.4244,0,674.4805,682.5203,0,689.04,742.9249,0,805.9127,509.9073,0,892.5558,563.7626,0,861.1672,670.2498,0,900.1279,711.7733,0,818.1483,486.27,0,826.2997,449.0531,0,831.1359,411.4197,0,831.1923,371.9396,0,840.4092,359.8175,0,850.5101,308.8214,0,849.5228,382.5954,0,837.5291,452.8484,0,880.072,488.3752,0,799.3085,383.4819,0,741.2828,413.4783,0,785.7476,372.5771,0
7,855.3024,506.1067,0,856.5916,506.5103,0,807.1525,605.3126,0,709.964,668.6827,0,695.181,732.3934,0,854.0458,505.7133,0,932.6798,571.3965,0,923.3161,682.3997,0,971.8313,711.4198,0,867.1591,482.5646,0,875.0159,445.4053,0,878.924,407.8596,0,878.2495,368.5126,0,886.6484,356.4802,0,896.7765,305.4815,0,900.2572,378.2023,0,889.0258,444.6407,0,926.0267,477.5029,0,843.2102,379.2622,0,782.2075,401.668,0,824.8618,357.3085,0
8,902.5996,502.1495,0,904.3724,502.8098,0,850.4932,598.9116,0,749.9766,656.9448,0,720.0944,714.2702,0,900.8715,501.5059,0,970.8817,578.0225,0,980.6327,689.658,0,1034.243,707.5551,0,914.6155,478.6497,0,922.0352,441.4973,0,925.0754,404.0358,0,923.6545,364.823,0,931.4172,352.8438,0,940.6393,301.6503,0,948.1057,373.6053,0,937.7488,434.5551,0,967.2827,468.7654,0,886.4879,374.7715,0,825.0656,393.3713,0,865.1916,345.5708,0
9,949.353,499.5424,0,952.0459,500.1744,0,904.2682,598.9255,0,797.4674,645.3254,0,763.006,699.4128,0,946.728,498.9264,0,1003.893,588.8985,0,1035.944,697.2585,0,1091.75,705.7937,0,960.8881,475.7993,0,967.5883,438.568,0,969.5717,401.167,0,967.0096,362.14,0,974.4511,350.0732,0,981.7411,298.6857,0,991.8864,369.7445,0,987.8826,429.8917,0,1012.302,460.8762,0,929.7875,372.4242,0,872.0732,393.2867,0,907.4016,341.2877,0
