FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,466.4768,520.4352,0,467.6352,519.7345,0,394.1459,597.5852,0,396.9384,709.8285,0,342.5076,732.9705,0,465.2881,521.1542,0,432.1808,627.1686,0,545.7017,614.4885,0,578.9825,669.3464,0,458.8938,495.379,0,449.9306,458.1751,0,443.4301,420.6002,0,442.4396,381.231,0,430.7958,368.7809,0,425.6763,317.1781,0,452.7227,400.6343,0,485.3835,468.9027,0,469.8293,529.5073,0,449.2716,389.2872,0,473.3489,461.5037,0,413.1416,483.4105,0
1,466.4768,520.4352,0,467.6352,519.7345,0,394.1459,597.5852,0,396.9384,709.8285,0,342.5076,732.9705,0,465.2881,521.1542,0,432.1808,627.1686,0,545.7017,614.4885,0,578.9825,669.3464,0,458.8938,495.379,0,449.9306,458.1751,0,443.4301,420.6002,0,442.4396,381.231,0,430.7958,368.7809,0,425.6763,317.1781,0,452.7227,400.6343,0,485.3835,468.9027,0,469.8293,529.5073,0,449.2716,389.2872,0,473.3489,461.5037,0,413.1416,483.4105,0
2,419.6061,523.7411,0,421.9168,523.0129,0,355.9114,606.0436,0,397.0669,709.7935,0,342.5441,732.8711,0,417.2352,524.4883,0,343.3875,608.1379,0,457.7414,621.6823,0,480.0382,681.6439,0,412.4371,498.5833,0,404.2734,461.2222,0,396.3864,424.0007,0,393.9444,384.9048,0,381.8801,372.7291,0,375.4067,321.3265,0,400.1655,405.4945,0,423.2069,477.2305,0,402.3754,536.4004,0,406.5941,389.7743,0,436.2038,459.2188,0,374.0145,469.7559,0
3,369.7156,521.8396,0,373.1479,521.2703,0,329.2668,617.4485,0,394.2812,707.4099,0,341.3368,732.5806,0,366.1938,522.4237,0,271.4134,582.3632,0,377.1888,629.6808,0,382.4316,693.6361,0,361.9745,496.8596,0,353.9282,459.4509,0,345.9857,422.1348,0,343.4734,382.9434,0,331.4305,370.6028,0,323.7782,319.3426,0,346.9562,403.3792,0,367.341,475.7578,0,336.7348,530.7334,0,359.0672,387.0288,0,394.594,450.3994,0,331.5616,440.0183,0
4,318.7271,518.259,0,323.2513,517.9182,0,314.7236,624.0385,0,391.5073,704.3058,0,341.3185,732.8492,0,314.0851,518.6086,0,211.1452,564.7317,0,297.3574,642.8134,0,282.7185,705.957,0,309.9121,493.6657,0,301.5691,456.2836,0,294.3351,418.6738,0,292.5681,379.2298,0,280.7659,366.5414,0,272.2473,315.405,0,294.0982,398.7076,0,315.1946,470.5788,0,274.9886,518.6324,0,309.3667,383.921,0,348.4272,438.8575,0,287.4701,408.8819,0
5,267.6201,513.994,0,273.1828,513.9116,0,295.1103,618.9565,0,379.302,691.7361,0,340.5836,733.3535,0,261.9129,514.0787,0,158.7247,561.1812,0,220.859,659.6386,0,187.9367,716.5926,0,257.6938,489.8928,0,248.9018,452.5686,0,242.4256,414.7062,0,241.4683,375.0411,0,229.9052,362.0477,0,220.9162,310.9586,0,241.5478,393.3091,0,264.0452,464.3626,0,216.0073,503.4646,0,258.9647,380.5381,0,300.473,420.7708,0,243.2689,379.3968,0
6,217.4038,510.0427,0,223.92,510.2254,0,265.9185,609.6036,0,354.6536,677.0511,0,342.5695,732.8989,0,210.7187,509.8552,0,111.8604,566.4152,0,147.7388,677.0541,0,100.1403,723.9464,0,206.7488,486.3518,0,197.6486,449.0582,0,191.6293,411.0551,0,191.1663,371.2537,0,179.7525,358.0752,0,170.4972,307.0723,0,189.866,388.5246,0,215.0097,458.0477,0,163.224,489.6185,0,209.9122,376.9066,0,253.496,400.9576,0,200.5624,353.4236,0
7,168.6465,506.107,0,176.0538,506.6491,0,227.4103,601.9487,0,320.2095,663.7354,0,335.5491,724.2034,0,161.0475,505.5508,0,70.10706,574.3801,0,83.746,689.3834,0,25.29428,723.0395,0,157.7738,482.6483,0,148.5588,445.3415,0,142.859,407.2525,0,142.7464,367.3663,0,131.4428,354.0601,0,122.651,303.0695,0,140.1389,383.8788,0,168.8746,450.7106,0,117.4719,479.1339,0,163.5351,372.3792,0,206.3441,387.2274,0,157.1875,336.6075,0
8,120.8948,502.1385,0,129.0207,503.0314,0,185.2534,595.8756,0,281.2711,652.4833,0,310.2106,708.0663,0,112.5587,501.2226,0,31.46808,581.1257,0,27.20465,695.7548,0,-36.84875,717.4874,0,110.1853,478.7223,0,101.0471,441.3527,0,95.63297,403.1959,0,95.86795,363.2502,0,84.58823,349.84,0,77.3829,298.7553,0,93.11313,379.0938,0,126.2511,441.8447,0,77.62701,470.7582,0,117.636,367.5173,0,156.3924,377.2825,0,112.3367,323.7118,0
9,73.67328,499.5167,0,82.11243,500.4493,0,134.1969,595.7029,0,235.5608,641.0727,0,268.1339,694.024,0,65.01517,498.56,0,1.880493,591.7352,0,-26.1723,702.2611,0,-92.84271,714.1544,0,63.46335,475.8338,0,54.77106,438.316,0,49.85092,400.0771,0,50.70773,360.0966,0,39.37738,346.5392,0,34.17566,295.0508,0,50.0275,375.0775,0,81.09512,437.6649,0,32.3923,462.9986,0,70.4397,364.5088,0,99.28738,375.9595,0,63.68805,318.4798,0
10,27.73901,500.7955,0,35.83438,501.09,0,59.0199,605.9036,0,165.1133,633.5398,0,196.9968,686.9245,0,19.43231,500.4934,0,-37.23212,597.4203,0,-51.45752,710.3286,0,-114.7567,731.2701,0,18.46613,476.4337,0,10.66132,438.7304,0,6.646667,400.3927,0,8.532471,360.4948,0,-2.845032,346.6685,0,-5.697571,294.604,0,16.85785,375.0336,0,29.73886,446.1218,0,-25.28522,453.0239,0,13.37903,368.2104,0,-17.68652,403.7896,0,-24.42761,336.9711,0
11,-17.92383,502.6226,0,-10.41858,502.1091,0,-21.85278,607.5983,0,85.78735,626.479,0,113.3296,682.0857,0,-25.62555,503.1496,0,-79.65179,601.7401,0,-55.54254,713.5238,0,-117.3408,741.8306,0,-26.07831,477.6303,0,-32.34088,439.7736,0,-35.88788,401.3919,0,-33.8559,361.5626,0,-44.81873,347.7101,0,-45.50018,295.4136,0,-13.80762,377.3038,0,-27.5379,451.6876,0,-83.16644,434.2575,0,-48.65747,371.3762,0,-114.7205,422.7051,0,-148.0035,362.8901,0
12,-66.13251,498.3395,0,-58.84662,497.5861,0,-104.3451,592.8855,0,2.882629,620.1039,0,20.33038,678.8937,0,-73.60944,499.1127,0,-104.7015,606.933,0,-56.82141,711.7201,0,-117.3907,741.7147,0,-73.52008,473.0145,0,-78.00079,434.8727,0,-82.65198,397.0477,0,-82.5827,357.4423,0,-93.25507,344.8977,0,-93.79901,292.8884,0,-53.48566,376.7064,0,-79.86029,448.713,0,-135.1929,418.6041,0,-107.4071,364.2283,0,-188.8834,397.5521,0,-251.2111,385.5259,0
