FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,477.7753,520.6088,0,463.5451,519.9197,0,400.259,602.7528,0,408.9216,721.1691,0,354.6683,752.2243,0,492.2805,521.3112,0,481.0463,630.4904,0,546.7621,612.7139,0,574.0571,664.2543,0,472.5387,494.9811,0,465.5191,456.6608,0,459.3839,417.7245,0,457.329,377.0123,0,448.2098,363.3719,0,444.7934,309.3766,0,435.3349,396.7134,0,442.5626,467.8395,0,426.3643,530.0842,0,494.7154,386.7419,0,534.8163,461.2977,0,513.2622,482.6804,0
1,477.7753,520.6088,0,463.5451,519.9197,0,400.259,602.7528,0,408.9216,721.1691,0,354.6683,752.2243,0,492.2805,521.3112,0,481.0463,630.4904,0,546.7621,612.7139,0,574.0571,664.2543,0,472.5387,494.9811,0,465.5191,456.6608,0,459.3839,417.7245,0,457.329,377.0123,0,448.2098,363.3719,0,444.7934,309.3766,0,435.3349,396.7134,0,442.5626,467.8395,0,426.3643,530.0842,0,494.7154,386.7419,0,534.8163,461.2977,0,513.2622,482.6804,0
2,441.5755,524.2405,0,427.8532,523.5139,0,365.2766,613.6088,0,408.6597,721.1386,0,354.562,752.1201,0,455.5753,524.9818,0,410.0844,615.0702,0,484.0825,624.0135,0,506.8419,683.2633,0,436.2759,497.9677,0,429.6892,458.6912,0,421.9204,419.2432,0,417.7601,377.8087,0,408.8625,364.158,0,404.1962,309.0107,0,391.8349,399.0066,0,391.2879,475.3293,0,373.1549,537.9913,0,459.8517,384.7264,0,505.3898,458.0875,0,484.4122,467.9066,0
3,402.4201,522.4955,0,389.1983,521.9117,0,341.7258,627.4078,0,406.6012,718.8755,0,353.2924,751.9562,0,415.9214,523.0917,0,351.5278,590.032,0,425.6349,636.5565,0,437.8843,703.3956,0,396.105,495.7917,0,389.741,455.5355,0,382.3302,415.0572,0,378.3459,372.5488,0,370.0422,358.4083,0,363.6486,301.9682,0,349.0785,393.8928,0,345.4915,472.7709,0,323.6823,532.5521,0,423.1246,379.0076,0,478.3224,447.9521,0,456.9964,435.4868,0
4,360.8317,518.8374,0,348.1375,518.4774,0,330.9692,635.4229,0,404.0049,715.8693,0,353.1837,752.256,0,373.806,519.2053,0,300.4726,572.1964,0,365.308,655.5687,0,362.7653,725.847,0,352.8829,491.8846,0,346.5566,450.6386,0,340.5844,408.8669,0,338.0458,365.1171,0,330.4916,350.2673,0,322.2999,292.4662,0,305.7518,385.7289,0,301.0409,466.0427,0,275.8781,519.4844,0,384.5546,372.5494,0,450.4938,434.4753,0,423.6664,400.1525,0
5,317.2563,514.2322,0,305.109,514.1429,0,316.0557,630.8792,0,393.4363,703.6593,0,352.6218,752.8851,0,329.6829,514.3236,0,253.0723,569.6219,0,303.0789,679.9814,0,284.5202,747.9698,0,307.4501,487.1257,0,301.0596,444.8653,0,296.7131,401.7845,0,295.8773,356.7794,0,289.0338,341.2313,0,279.4672,281.9531,0,260.8438,376.3469,0,255.2866,457.8162,0,228.1326,502.099,0,343.9107,365.4421,0,422.9502,413.3772,0,390.4142,365.2229,0
6,272.2874,509.7542,0,260.6841,509.9619,0,291.5584,621.9963,0,372.1124,690.0883,0,354.6908,752.1412,0,284.1678,509.5416,0,207.7904,577.3029,0,237.3035,706.711,0,203.153,767.484,0,260.8553,482.4043,0,254.4421,439.0757,0,251.3499,394.7629,0,251.8139,348.5348,0,245.5676,332.3926,0,234.5898,271.6326,0,214.1625,367.2497,0,208.3875,449.1046,0,182.6285,485.3688,0,301.7068,357.776,0,390.8152,389.4438,0,352.2278,332.7185,0
7,226.5085,505.0709,0,215.4687,505.7049,0,257.173,615.2938,0,343.4266,678.4005,0,352.8281,743.2264,0,237.8215,504.4213,0,164.0044,588.5453,0,171.2391,728.446,0,122.006,776.9234,0,213.7984,477.2783,0,207.4277,432.8224,0,205.3189,387.3181,0,206.7972,339.8961,0,201.0493,323.2059,0,189.2574,260.9346,0,166.66,357.9835,0,160.5106,438.8096,0,139.303,471.982,0,258.9177,348.8652,0,352.916,371.1853,0,310.8304,309.2581,0
8,179.5374,500.1166,0,168.9413,501.1906,0,217.5259,610.3751,0,310.0019,668.9595,0,335.4249,728.0161,0,190.4036,499.0154,0,119.88,598.6622,0,105.0737,743.4496,0,44.94861,779.4049,0,166.0006,471.6495,0,159.6751,425.9872,0,158.3666,379.286,0,160.8315,330.6791,0,155.2242,313.4338,0,143.6396,249.6318,0,119.1178,348.2811,0,112.6349,426.2615,0,97.14944,460.7111,0,214.7826,339.1786,0,311.3568,356.2607,0,266.8886,289.2288,0
9,130.5738,496.5778,0,119.98,497.7294,0,164.5526,612.839,0,267.6952,659.5182,0,299.6364,716.6121,0,141.4414,495.3964,0,78.5643,613.7965,0,37.71954,759.2156,0,-30.28711,784.0978,0,117.1401,467.048,0,111.0645,420.0569,0,110.7071,372.1322,0,114.6544,322.3896,0,108.6424,304.4996,0,99.04926,238.9136,0,73.15231,339.4124,0,62.38248,418.9071,0,49.70126,449.5842,0,169.3136,331.2587,0,264.8651,350.3677,0,220.535,277.2468,0
10,79.91498,497.8074,0,68.53018,498.1768,0,80.06247,629.869,0,199.8054,655.9563,0,230.6244,715.8596,0,91.59073,497.4286,0,31.20288,623.52,0,4.097046,773.6257,0,-61.70728,811.1907,0,68.25873,466.7057,0,61.40298,418.3303,0,61.56464,369.1559,0,67.45285,318.4594,0,59.21503,299.6915,0,53.88858,232.2592,0,33.44186,336.0974,0,10.75333,427.2764,0,-5.657104,434.6332,0,114.5559,330.5554,0,157.6883,375.5773,0,134.2838,289.688,0
11,27.02322,499.8154,0,14.54669,499.1403,0,-13.79419,637.5114,0,118.2411,653.3438,0,142.7217,719.1752,0,39.81064,500.5074,0,-19.89917,632.0304,0,-3.988525,778.6506,0,-64.91711,826.0709,0,17.74506,467.1399,0,10.06003,417.3893,0,8.826263,366.9196,0,14.71921,315.0586,0,3.294189,295.6648,0,2.499451,226.6925,0,-5.431824,335.9076,0,-44.52344,432.1341,0,-62.76514,406.9044,0,43.24619,328.2888,0,7.472626,392.0352,0,-39.32642,307.4904,0
12,-30.1507,493.7606,0,-43.33795,492.7397,0,-114.9698,623.3231,0,24.87567,651.6754,0,35.93381,725.999,0,-16.63867,494.8066,0,-49.43054,640.7875,0,-6.723328,776.5278,0,-66.28278,826.0126,0,-38.2265,459.7371,0,-44.40479,408.3231,0,-52.74585,356.973,0,-53.73804,303.5187,0,-69.57385,285.0735,0,-69.75519,214.3837,0,-58.4953,330.8948,0,-107.8336,425.6739,0,-134.6284,381.686,0,-37.53766,311.8984,0,-125.9877,349.9567,0,-227.8805,325.3121,0
13,-87.93225,486.6982,0,-101.3331,485.5615,0,-212.174,594.9731,0,-78.46106,670.7467,0,-90.87134,752.5538,0,-74.19995,487.8631,0,-89.63751,640.3918,0,-18.60754,762.0416,0,-65.73004,826.3942,0,-95.40051,451.5052,0,-101.3189,398.6655,0,-112.2783,346.4158,0,-116.6036,291.7817,0,-134.4339,273.7237,0,-134.9487,201.1223,0,-115.489,321.6193,0,-160.9989,421.1163,0,-197.5133,369.2208,0,-102.4299,299.1024,0,-203.6418,357.2554,0,-306.7503,386.3888,0
