FrameID,Hip.Center.x,Hip.Center.y,Hip.Center.z,Hip.R.x,Hip.R.y,Hip.R.z,Knee.R.x,Knee.R.y,Knee.R.z,Ankle.R.x,Ankle.R.y,Ankle.R.z,Toe0Nub.R.x,Toe0Nub.R.y,Toe0Nub.R.z,Hip.L.x,Hip.L.y,Hip.L.z,Knee.L.x,Knee.L.y,Knee.L.z,Ankle.L.x,Ankle.L.y,Ankle.L.z,Toe0Nub.L.x,Toe0Nub.L.y,Toe0Nub.L.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,HeadNub.x,HeadNub.y,HeadNub.z,Shoulder.L.x,Shoulder.L.y,Shoulder.L.z,Elbow.L.x,Elbow.L.y,Elbow.L.z,Wrist.L.x,Wrist.L.y,Wrist.L.z,Shoulder.R.x,Shoulder.R.y,Shoulder.R.z,Elbow.R.x,Elbow.R.y,Elbow.R.z,Wrist.R.x,Wrist.R.y,Wrist.R.z
0,481.7444,520.274,0,496.812,519.6183,0,453.3859,593.8452,0,449.6362,701.1306,0,423.0254,719.0057,0,466.4124,520.9413,0,432.502,622.5817,0,524.4327,615.705,0,543.376,673.3627,0,476.2529,495.7507,0,470.5363,459.5745,0,467.3433,423.1946,0,467.8829,384.9568,0,460.3999,373.5342,0,456.5717,324.0707,0,502.396,402.562,0,542.1513,468.8641,0,535.1535,529.4233,0,442.603,393.3578,0,436.84,462.9553,0,379.0951,485.0591,0
1,481.7444,520.274,0,496.812,519.6183,0,453.3859,593.8452,0,449.6362,701.1306,0,423.0254,719.0057,0,466.4124,520.9413,0,432.502,622.5817,0,524.4327,615.705,0,543.376,673.3627,0,476.2529,495.7507,0,470.5363,459.5745,0,467.3433,423.1946,0,467.8829,384.9568,0,460.3999,373.5342,0,456.5717,324.0707,0,502.396,402.562,0,542.1513,468.8641,0,535.1535,529.4233,0,442.603,393.3578,0,436.84,462.9553,0,379.0951,485.0591,0
2,451.2946,523.2932,0,466.6727,522.6411,0,431.9766,600.5965,0,450.0354,701.1226,0,423.1593,718.9216,0,435.6599,523.9561,0,379.1776,601.0508,0,463.8756,618.8569,0,472.632,678.5822,0,446.4094,499.1345,0,441.3293,463.4711,0,437.6308,428.1431,0,437.9958,390.9493,0,429.6961,380.0331,0,425.153,331.8282,0,468.8332,409.5887,0,501.1578,478.0947,0,488.1313,535.5922,0,417.9186,395.8309,0,415.6191,461.493,0,355.5307,472.821,0
3,419.2097,521.2703,0,434.826,520.777,0,416.1392,610.2888,0,448.0879,698.6205,0,422.6064,718.5587,0,403.3448,521.7714,0,336.0357,575.3192,0,409.3322,622.7892,0,405.6751,683.0565,0,414.4124,497.7807,0,409.2534,462.8116,0,405.076,428.1372,0,405.0817,391.6373,0,396.3294,380.8171,0,391.6647,333.8115,0,433.4122,409.8568,0,463.6614,477.4785,0,440.3845,529.6042,0,388.2534,395.5176,0,386.397,454.1069,0,326.7106,446.438,0
4,387.4761,517.7755,0,403.2702,517.4899,0,405.7924,615.7809,0,446.6195,695.46,0,422.6704,718.8127,0,371.4422,518.0655,0,300.9497,558.337,0,357.2842,631.1285,0,341.3087,687.2619,0,382.5537,495.1403,0,376.9544,460.9435,0,372.4729,426.7297,0,372.2006,390.7511,0,363.2206,379.856,0,358.7977,333.9751,0,398.7411,407.7739,0,429.7887,473.3859,0,396.731,518.0705,0,357.1824,395.0251,0,352.4155,444.6453,0,300.7296,419.724,0
5,356.8242,513.8028,0,372.7354,513.7379,0,392.1796,610.2518,0,439.3981,682.6319,0,422.1631,719.2204,0,340.6818,513.8687,0,272.0647,554.3546,0,310.5652,642.3708,0,284.841,690.0221,0,351.8107,492.0878,0,345.6837,458.6691,0,340.9183,424.9387,0,340.3528,389.4918,0,331.2209,378.5641,0,327.1167,333.6801,0,365.4655,405.119,0,397.891,468.5005,0,356.7285,504.3782,0,326.6794,394.3465,0,316.5792,429.756,0,274.4565,395.4227,0
6,327.8913,510.265,0,343.858,510.4178,0,373.6558,600.598,0,424.6976,667.1486,0,423.0883,718.9453,0,311.7018,510.1101,0,247.6523,558.0463,0,269.6777,653.687,0,237.449,690.3648,0,322.9926,489.3519,0,316.5005,456.6364,0,311.4423,423.4553,0,310.5825,388.585,0,301.303,377.7275,0,297.6919,333.7981,0,334.2395,403.0739,0,369.0786,463.6756,0,322.84,492.4388,0,298.655,393.3976,0,285.8827,413.8353,0,253.1883,374.7925,0
7,300.8055,506.8735,0,316.79,507.317,0,350.5857,592.4081,0,403.0775,652.6393,0,415.4324,710.0618,0,284.6061,506.4241,0,227.5035,563.9928,0,238.3042,660.7502,0,202.5841,684.9158,0,296.3119,486.5617,0,289.6531,454.4568,0,284.3869,421.8251,0,283.3229,387.5271,0,273.9379,376.7775,0,271.1957,333.619,0,305.5364,401.1418,0,343.9726,458.0587,0,295.7921,483.7858,0,273.7606,391.5687,0,259.1932,403.7161,0,232.8532,362.6165,0
8,275.1653,503.5749,0,291.0848,504.2901,0,326.4363,585.7581,0,379.2354,640.1818,0,396.5234,692.9758,0,259.0371,502.8504,0,210.3874,568.8405,0,213.8974,663.0972,0,177.2198,676.8594,0,271.1637,483.6703,0,264.5639,452.0917,0,259.2125,419.9844,0,258.0107,386.2368,0,248.6537,375.6036,0,247.3681,332.9949,0,279.5887,399.0425,0,322.4725,451.2172,0,274.5928,477.1204,0,249.8201,389.5026,0,231.6392,397.3193,0,211.9525,354.2089,0
9,250.7901,501.5203,0,266.4764,502.2427,0,299.8591,584.2142,0,353.1891,627.6865,0,370.4747,677.178,0,234.8976,500.7884,0,200.8762,576.9553,0,192.1465,665.646,0,155.6284,671.214,0,247.0684,481.7401,0,240.8232,450.5768,0,235.5685,418.9396,0,234.2994,385.7163,0,225.1925,375.1432,0,224.7937,332.7878,0,256.7753,397.486,0,298.6979,448.6703,0,249.8344,471.2596,0,224.7939,389.1511,0,199.2374,398.7366,0,187.8799,352.6967,0
